,tagID,value,uses,popularity
7233,5948,teutonic thrash metal,1,1
7234,5947,thrash speed metal,1,1
7235,1601,onerepublic,1,1
7236,5942,talk n roll,1,1
7237,1592,oops she did it again,1,1
7238,4600,un buen tema,1,1
7239,4599,un clasico,1,1
7240,4586,the best thing that ever happened to music,1,1
7241,6114,fun rock,1,1
7242,6113,hips dont lie,1,1
7243,6112,f-e-r-g-i-e,1,1
7244,6111,mad,1,1
7245,6110,miami,1,1
7246,6109,ghettotech,1,1
7247,6108,tchubaruba,1,1
7248,4584,songwritter,1,1
7249,1584,gold pants,1,1
7250,6088,korean hip hop,1,1
7251,1585,beautiful eyes,1,1
7252,1586,best dancer,1,1
7253,1587,curly hair,1,1
7254,4587,comeback,1,1
7255,6094,korean rock,1,1
7256,6093,korean trance,1,1
7257,6092,even better live,1,1
7258,1589,love his voice,1,1
7259,6115,garage band,1,1
7260,4583,puts every single hater jealous,1,1
7261,6117,brazilian funk,1,1
7262,6118,dance all night long,1,1
7263,6135,muuuito boa,1,1
7264,4582,festif,1,1
7265,6133,awesome covers,1,1
7266,6132,queen of the internet,1,1
7267,6131,foloka,1,1
7268,6130,best best best,1,1
7269,6129,euri,1,1
7270,1583,cute smile,1,1
7271,6127,hooker,1,1
7272,6126,gonna marry his voice,1,1
7273,6125,fucking love this,1,1
7274,6124,sluty,1,1
7275,6123,perverted,1,1
7276,6122,party party party,1,1
7277,6121,beauty killer,1,1
7278,6120,obsessed,1,1
7279,6119,calleiente,1,1
7280,6089,tense,1,1
7281,4588,rock n' roll,1,1
7282,1591,peter pan,1,1
7283,6055,hawt,1,1
7284,6063,emotronic,1,1
7285,6062,electro dance,1,1
7286,6061,coolemo,1,1
7287,6060,stutt-ing-stutter-in-stutter-en-ing,1,1
7288,6059,electronic cover,1,1
7289,6058,sex education,1,1
7290,6057,electronic pop,1,1
7291,6056,great :p,1,1
7292,6054,good screamo,1,1
7293,1837,triangle,1,1
7294,6053,shemakesmefeellikeshit,1,1
7295,6052,electronica roots,1,1
7296,4595,un icono,1,1
7297,4596,otro genio,1,1
7298,1590,childhood hero,1,1
7299,6048,no doubt - the singles 1992-2003,1,1
7300,6047,popgroup,1,1
7301,4598,bueno realmente,1,1
7302,6064,power pop punk,1,1
7303,6065,superpowerpop,1,1
7304,6066,hip hop screamo electronic,1,1
7305,6067,optimistic electronica,1,1
7306,6084,chinese pop,1,1
7307,4590,finnish pop,1,1
7308,6082,hip hopcore,1,1
7309,6081,salsa pop,1,1
7310,6080,cuzifujumpiwilljump2,1,1
7311,6079,musulman,1,1
7312,6078,pants on fire,1,1
7313,6077,fuckmeinthebackseat,1,1
7314,6076,weee,1,1
7315,6075,gabegonnagetuhigh,1,1
7316,6074,utrainedtheselipswhentheywerechamps,1,1
7317,6073,traga la bala,1,1
7318,4593,buena instrumentacion,1,1
7319,6071,hammers and hearts,1,1
7320,4594,los mejores,1,1
7321,6069,thbstofthehistory,1,1
7322,6068,loopiloopilooploop,1,1
7323,4474,anarchy rap,1,1
7324,6366,mocne,1,1
7325,4472,anticaptlismo,1,1
7326,6688,monkeyrock,1,1
7327,6699,madonnitaaaa,1,1
7328,6698,madoge16,1,1
7329,6695,cyber grunge,1,1
7330,6694,indiegoodness,1,1
7331,6692,frantic ska,1,1
7332,6691,dance electro alternative,1,1
7333,6690,newman-esque,1,1
7334,6689,goodness,1,1
7335,1884,theme song,1,1
7336,1396,already gone,1,1
7337,1883,soap opera,1,1
7338,6685,punk is not dead,1,1
7339,6684,johnny hates jazz,1,1
7340,6683,ian van dahl,1,1
7341,6682,bill idol,1,1
7342,6679,laura branigan,1,1
7343,1397,pop rock nacional,1,1
7344,6676,lasgo,1,1
7345,6700,lo mejor,1,1
7346,1885,little mermaid broadway,1,1
7347,4377,songs to monkey it up,1,1
7348,6716,i wanna love you forever - jessica simpson,1,1
7349,1897,black folk metal,1,1
7350,6726,christofer drew,1,1
7351,1893,tracks that own,1,1
7352,6724,title and registration,1,1
7353,6723,blackbird,1,1
7354,6722,here comes the sun,1,1
7355,6721,michelle,1,1
7356,6720,in my life,1,1
7357,6715,punk funk,1,1
7358,6703,good christian rap,1,1
7359,6714,sub pop,1,1
7360,6713,i love you,1,1
7361,6712,stick it to the man,1,1
7362,6711,pro israel,1,1
7363,6709,vaudeville,1,1
7364,6706,wedding songs,1,1
7365,6705,black spiritual,1,1
7366,6704,instrumental alternative,1,1
7367,6675,steve winwood,1,1
7368,6674,whitesnake,1,1
7369,6673,men at work,1,1
7370,4366,flar flar flar,1,1
7371,1405,godlike,1,1
7372,4361,lithuanian,1,1
7373,4362,brutal beer noise,1,1
7374,6641,emade,1,1
7375,6640,solofi,1,1
7376,6639,concretes,1,1
7377,6638,vaselines,1,1
7378,4363,brutal beer metal,1,1
7379,6634,so lo-fi,1,1
7380,4352,rock am ring 2007,1,1
7381,4368,fat,1,1
7382,4370,latin singer,1,1
7383,4372,uuuuuuuuuuuuuaaaaau,1,1
7384,1416,devo,1,1
7385,1418,marijuana,1,1
7386,4373,bjmeligafui,1,1
7387,4374,ate my heart,1,1
7388,4375,guitar playing boys,1,1
7389,4360,patriotic metal,1,1
7390,1398,philadelphia,1,1
7391,6651,math pop,1,1
7392,6652,falco,1,1
7393,6671,reo speedwagon,1,1
7394,6670,bomfunk mcs,1,1
7395,6669,royal gigolos,1,1
7396,6668,tarot,1,1
7397,1881,broadway wicked,1,1
7398,6666,human league,1,1
7399,6665,dd,1,1
7400,6664,winger,1,1
7401,6663,alpghaville,1,1
7402,6662,eddie money,1,1
7403,6661,psb,1,1
7404,6658,depeche mode dm,1,1
7405,6657,blank and jones,1,1
7406,6656,sylver,1,1
7407,6655,def leppard,1,1
7408,6654,simple minds,1,1
7409,6653,potf,1,1
7410,1898,best maiden track ever,1,1
7411,4339,extreme brutal death metal,1,1
7412,4338,death-thrashl grindcore metal,1,1
7413,6793,we are so starving,1,1
7414,1379,the best of pop,1,1
7415,4312,fave female singers,1,1
7416,1381,carrie underwood favourite,1,1
7417,1383,sex pop,1,1
7418,4313,strong voice,1,1
7419,1385,lil wayne,1,1
7420,1386,country favorites,1,1
7421,1388,my favorite artists,1,1
7422,6792,pretty odd,1,1
7423,6781,violindustrial,1,1
7424,6791,spencer,1,1
7425,6790,brendon,1,1
7426,6789,new song,1,1
7427,6788,jon,1,1
7428,6787,ryan,1,1
7429,6786,patd,1,1
7430,6784,istinito,1,1
7431,6783,fear factory cover,1,1
7432,1904,intergalactic space pope,1,1
7433,4309,etno rock,1,1
7434,1376,my fav girls,1,1
7435,1374,wolf metal,1,1
7436,4291,london 1993,1,1
7437,4292,awful,1,1
7438,4293,1990 in at nutshell,1,1
7439,4294,very dreamy,1,1
7440,6821,fastcore,1,1
7441,4297,rock latin,1,1
7442,4298,lloyd banks,1,1
7443,4299,cashis,1,1
7444,1338,allboutguitar,1,1
7445,1340,blues music,1,1
7446,1345,dudley taft,1,1
7447,1346,german blues lovers,1,1
7448,1908,grandmaaaaaaaaaa,1,1
7449,1349,great intro here nice chill beat with uptempo feel as well,1,1
7450,1907,understandable lack of trousers,1,1
7451,1363,sludge metal,1,1
7452,1369,radio show,1,1
7453,6782,metal woman froned,1,1
7454,6780,victoriandustrial,1,1
7455,6732,back to the future,1,1
7456,6743,csi,1,1
7457,6751,madonna copy,1,1
7458,4329,death-thrash,1,1
7459,6749,my girls,1,1
7460,6748,i love girls,1,1
7461,6747,girls are sexy,1,1
7462,6746,the singles collection,1,1
7463,4331,fuckin great thrash,1,1
7464,6744,the ark,1,1
7465,6742,groland,1,1
7466,6779,sinth,1,1
7467,4332,eath-thrash metal,1,1
7468,6740,how i met your mother,1,1
7469,4333,fuckin brutal,1,1
7470,6737,the cable guy,1,1
7471,4335,fuckin metal,1,1
7472,6735,good morning vietnam,1,1
7473,4336,kill metal,1,1
7474,4337,grind death,1,1
7475,6752,desnudate,1,1
7476,6753,get naked,1,1
7477,6754,inflated egos,1,1
7478,6755,boys suck,1,1
7479,6778,death-black metal,1,1
7480,6777,fear factory,1,1
7481,6776,black gay,1,1
7482,4314,repeat,1,1
7483,4315,revenge,1,1
7484,1901,reminds me of my childhood,1,1
7485,1900,essential version,1,1
7486,4320,death thrash grindcore metal,1,1
7487,1389,female singers,1,1
7488,1394,im ok,1,1
7489,4326,wacken 2006,1,1
7490,6762,naruto,1,1
7491,6761,soad,1,1
7492,4327,death-thrash grindcore metal,1,1
7493,6758,for my best friend,1,1
7494,6757,celebration,1,1
7495,6756,emotional pop,1,1
7496,4376,my pop music,1,1
7497,4378,21st century girl,1,1
7498,6370,go go go go go go go go gadget flow,1,1
7499,6431,cafe music,1,1
7500,4456,credence clearwater revival,1,1
7501,4457,scott matthews,1,1
7502,1477,kelly key,1,1
7503,4458,beach down festival,1,1
7504,6441,music for making pancakes,1,1
7505,6440,colombian,1,1
7506,6439,my boobs can tell when its gonna rain,1,1
7507,6432,epic cover,1,1
7508,6428,experimental night pop,1,1
7509,6449,contemporary chamber music,1,1
7510,4460,ray lamontagne,1,1
7511,6426,screamocore,1,1
7512,6425,hard-core melodico,1,1
7513,6424,oth,1,1
7514,6423,misfits,1,1
7515,6422,misfits opening,1,1
7516,6421,skins season 3,1,1
7517,6420,grey's anatomy,1,1
7518,4455,josh rouse,1,1
7519,1476,whitneyduncan,1,1
7520,6621,good girls aloud track,1,1
7521,4453,van morrison,1,1
7522,1467,female vocalits,1,1
7523,1473,furtado,1,1
7524,4451,xenomania,1,1
7525,6481,ikebana,1,1
7526,6480,zen,1,1
7527,6478,psydub,1,1
7528,6476,drone metal,1,1
7529,4452,m.i.a,1,1
7530,6473,my rhcp favourite song,1,1
7531,6454,daft punk,1,1
7532,6472,what a masterpiece,1,1
7533,6471,coolest guys,1,1
7534,6470,favourte tracks ever,1,1
7535,6469,superlove,1,1
7536,6468,best of rem,1,1
7537,6467,love ballad,1,1
7538,6466,rhcp,1,1
7539,4454,joshua radin,1,1
7540,6419,quinns2,1,1
7541,6417,quinn,1,1
7542,6416,alice in wonderland,1,1
7543,6385,60s rock,1,1
7544,6393,waterloo,1,1
7545,6392,1974,1,1
7546,6391,1976,1,1
7547,6390,arrival,1,1
7548,4464,alex newport,1,1
7549,6388,tour 77,1,1
7550,6387,1977,1,1
7551,6386,the movie,1,1
7552,6384,sunshine pop,1,1
7553,6415,quinn fabray,1,1
7554,4465,frank turner,1,1
7555,6379,traditional irish,1,1
7556,6378,acid folk,1,1
7557,6377,dark prog,1,1
7558,6376,old england,1,1
7559,6373,hip-hop and pop,1,1
7560,6372,expeirence group,1,1
7561,6371,tron legacy ost,1,1
7562,6394,voulez vous,1,1
7563,6395,the visitors,1,1
7564,6396,abba - album,1,1
7565,6397,1975,1,1
7566,6414,diana agron,1,1
7567,4462,damien rice,1,1
7568,4463,aimee mann,1,1
7569,6411,darvin,1,1
7570,6410,french version,1,1
7571,6409,german version,1,1
7572,6408,in concert,1,1
7573,6407,ring ring,1,1
7574,6406,swedish version,1,1
7575,6405,wembley,1,1
7576,6404,the girl with the golden hair,1,1
7577,6403,tour 79,1,1
7578,6402,abba - live,1,1
7579,6401,spanish version,1,1
7580,6400,18 hits,1,1
7581,6399,gold - greatest hits,1,1
7582,6398,the album,1,1
7583,1466,can not have the best of me,1,1
7584,1465,love is weird,1,1
7585,4438,bitchy,1,1
7586,1435,fevereirooooo lol,1,1
7587,6591,seen live twice,1,1
7588,6589,compositions,1,1
7589,6587,tweak ass shit when you are high,1,1
7590,6586,hip hop instrumental,1,1
7591,4385,axel,1,1
7592,6581,south african,1,1
7593,4386,national anthem,1,1
7594,4388,nick jonas,1,1
7595,1436,music faz lembrar a a nani num sei pq mais eu lembro,1,1
7596,1443,finnish rock,1,1
7597,1875,general hospital,1,1
7598,1437,music gay :d,1,1
7599,6572,djembe,1,1
7600,1438,music ki me faz lembrar meu amor s2,1,1
7601,4410,anarchy punk,1,1
7602,6569,musica andina,1,1
7603,1440,music lembra quando eu thava 7 serie lol,1,1
7604,1441,lol music boa de mais da conta,1,1
7605,6592,totally underlistened to,1,1
7606,6593,really shallow pop,1,1
7607,6594,music totally dedicated to christ,1,1
7608,6595,a mix of indie and hip hop,1,1
7609,6620,quitter,1,1
7610,4379,qq,1,1
7611,6618,gaita music,1,1
7612,6617,progressive folk metal,1,1
7613,6615,neo grunge,1,1
7614,6610,atmospheric doom metal,1,1
7615,6608,metal fusion,1,1
7616,4380,hm,1,1
7617,6605,kdorama ost,1,1
7618,6604,jang geun suk,1,1
7619,6603,emooooooooooo,1,1
7620,6602,this guys voice is amazingly high,1,1
7621,6601,techno muse,1,1
7622,6600,music to-well you know,1,1
7623,6599,one of the best albums of 2006,1,1
7624,6598,awesome dance shit,1,1
7625,6596,niggas that rock,1,1
7626,4416,celtic rock,1,1
7627,4417,netherlands,1,1
7628,4437,punk/rock,1,1
7629,6504,songs of love and madness,1,1
7630,6518,classical rock,1,1
7631,6517,faroese,1,1
7632,1868,soul rock,1,1
7633,4432,prism,1,1
7634,6512,easy,1,1
7635,1464,amy macdonald,1,1
7636,6509,slutcore,1,1
7637,6505,songs that mention other bands or artists,1,1
7638,6503,day,1,1
7639,1444,theatrical,1,1
7640,4433,lynyrd skynyrd,1,1
7641,6501,play just some guy radio just some guy,1,1
7642,6500,music to chase squirrels by,1,1
7643,6499,as if a creepy bug was singing beautiful songs to you on your daily walk,1,1
7644,6498,scenester rap,1,1
7645,6497,sin city,1,1
7646,4436,big hit,1,1
7647,6495,modest mouse,1,1
7648,6519,pure rock sound,1,1
7649,6520,persian rock,1,1
7650,6526,rac,1,1
7651,4428,kaunas,1,1
7652,1458,orchestral pop,1,1
7653,1459,horror film music,1,1
7654,4421,classic prog,1,1
7655,6559,mongolian,1,1
7656,6558,polinesia,1,1
7657,4422,industrial groove metal,1,1
7658,6556,hawaiian,1,1
7659,4425,lithuanian hip-hop,1,1
7660,6554,atmospheric sludge,1,1
7661,6553,modern screamo,1,1
7662,6552,modern hardcore,1,1
7663,1460,theatre,1,1
7664,4426,lithuanian hip hop,1,1
7665,6543,metallic hardcore,1,1
7666,4427,mc numeris vienas,1,1
7667,1461,movie music,1,1
7668,6538,tag,1,1
7669,4631,spacemen 3,1,1
7670,4633,wire,1,1
7671,1910,not nsbm,1,1
7672,5251,good songs,1,1
7673,4880,fairytale,1,1
7674,1775,so good,1,1
7675,1774,hatris,1,1
7676,1690,the beach boys are pussies,1,1
7677,5255,top rock songs,1,1
7678,1691,stop singing dick,1,1
7679,5253,80s y 90s,1,1
7680,5252,all-time favorites,1,1
7681,5249,prog math rock,1,1
7682,5267,destiny,1,1
7683,5248,fucking fuck,1,1
7684,5247,chilean rock,1,1
7685,5246,moby dick,1,1
7686,5245,gloom,1,1
7687,1773,absofuckinglutely insane,1,1
7688,5243,soul sexy,1,1
7689,5242,shoulhavemoreplays,1,1
7690,5239,future fusion metal,1,1
7691,4878,nick beggs,1,1
7692,5268,attention seeking whore,1,1
7693,5290,polish music drama,1,1
7694,5279,belly dancer,1,1
7695,4875,real man,1,1
7696,1679,summer night,1,1
7697,5285,fatty,1,1
7698,5284,gone but not forgotten,1,1
7699,5283,gone too soon,1,1
7700,5282,best dancer alive,1,1
7701,5281,most talented,1,1
7702,5280,shaki,1,1
7703,5278,most hated,1,1
7704,5269,sucks,1,1
7705,5277,lovable,1,1
7706,5276,best rapper,1,1
7707,4877,my favorit music,1,1
7708,5274,devil,1,1
7709,5273,mini-rihanna,1,1
7710,5272,another reason to hate canadian music,1,1
7711,5271,glitter bitch,1,1
7712,5270,glitter,1,1
7713,1693,mourning for grasshoppers,1,1
7714,5237,real o,1,1
7715,5236,mogilevskaya,1,1
7716,5190,ska metal,1,1
7717,5200,incalus,1,1
7718,4899,amusing,1,1
7719,4901,mcr,1,1
7720,5196,stuttgart,1,1
7721,4904,sticky and sweet tour,1,1
7722,1699,jagger and bowie boned and you know that bowie was the girl because hes bowie,1,1
7723,1700,god damn it on days like this i just have to put bela on loud and shut my eyes until the universe stops,1,1
7724,4905,bucetacore,1,1
7725,5187,tim urban,1,1
7726,4890,mute,1,1
7727,5186,top 24,1,1
7728,5185,guitar riffage,1,1
7729,4906,laura pausini,1,1
7730,5183,southern,1,1
7731,4908,new comers,1,1
7732,5180,temple of the torn,1,1
7733,5179,gothrock gotik romantic sad,1,1
7734,5178,unheilig,1,1
7735,5210,slovene,1,1
7736,5211,belgium,1,1
7737,5213,malta,1,1
7738,1698,aw man i got the goo goo itch,1,1
7739,5234,be my valentine,1,1
7740,5233,nu virgos,1,1
7741,5232,svetlana,1,1
7742,5231,loboda,1,1
7743,5230,svetlana lboda,1,1
7744,5229,anti-crisi girl,1,1
7745,5228,2 normal,1,1
7746,5227,para normalnyh,1,1
7747,5226,masha fokina,1,1
7748,5225,popular music,1,1
7749,5224,fabrika,1,1
7750,5223,dantes,1,1
7751,5222,chicos,1,1
7752,5221,untouched,1,1
7753,4894,tony soprano,1,1
7754,4896,wanted soundtrack,1,1
7755,1694,western deathrock,1,1
7756,5289,post screamo,1,1
7757,5291,best prodigy remix,1,1
7758,4634,spiritualized,1,1
7759,5377,no1fan,1,1
7760,4801,pop rock cover pop dance identidade,1,1
7761,4805,stronda,1,1
7762,4806,baile funk,1,1
7763,5382,relaxed-music,1,1
7764,4808,gabriela,1,1
7765,4809,ferinhas,1,1
7766,4810,bds no coracao papitho,1,1
7767,4814,dishwalla,1,1
7768,4815,life in the city,1,1
7769,4799,kudai,1,1
7770,4819,neo bitch in training,1,1
7771,4823,the power rangers of pop,1,1
7772,4824,queer songs,1,1
7773,4825,club mixes,1,1
7774,4826,paradoxal songs,1,1
7775,4827,addicts,1,1
7776,4829,progressive thrash metal,1,1
7777,4830,technical brutal death metal,1,1
7778,4800,nx zero pop rock novo,1,1
7779,4798,tal vez,1,1
7780,5292,easy a soundtrack,1,1
7781,5402,psycho stoner rock,1,1
7782,5413,for goodnight,1,1
7783,5412,mountain music,1,1
7784,5410,rik emmet rock,1,1
7785,5409,mosh metal,1,1
7786,5408,stoner power rock,1,1
7787,4789,hourglass,1,1
7788,5404,80s hard rock,1,1
7789,5403,80s heavy metal,1,1
7790,5401,psycho stoner,1,1
7791,4797,passado,1,1
7792,5400,adds,1,1
7793,5399,aces,1,1
7794,4790,oh well,1,1
7795,1798,alkohol,1,1
7796,4793,saidi,1,1
7797,4794,traditional egyptian folk,1,1
7798,4795,disneychannel,1,1
7799,4796,tus ojos,1,1
7800,5366,pop collaboration,1,1
7801,5365,unconcerned,1,1
7802,5364,arrogant,1,1
7803,4871,duran,1,1
7804,4858,colbie caillat,1,1
7805,4859,manoela gavassi,1,1
7806,4860,capricho,1,1
7807,1780,ear sex,1,1
7808,1779,downright beautiful,1,1
7809,4866,steven strange,1,1
7810,4869,minimal electro,1,1
7811,4870,blitz,1,1
7812,4873,gary numan,1,1
7813,5363,credo,1,1
7814,1672,i love him,1,1
7815,4874,tiktok,1,1
7816,1674,lets make a sandwich,1,1
7817,1675,to hear when you wake up,1,1
7818,1676,broken family,1,1
7819,1677,i could imagine hilary duff doing this song,1,1
7820,1678,in the middle of summer,1,1
7821,5293,most beautiful,1,1
7822,5312,songs i am likely to start singing loudly in public,1,1
7823,5313,no escape from loving it,1,1
7824,5314,my mind is literally blown to pieces,1,1
7825,4857,kris allen,1,1
7826,5362,higher force,1,1
7827,5360,saving grace,1,1
7828,5359,love itself,1,1
7829,4835,dbz,1,1
7830,5356,life space,1,1
7831,4836,finnish folk metal,1,1
7832,5332,guitar-based digi-bongo acapella-rap-funk-comedy folk duo,1,1
7833,4841,folk viking metal,1,1
7834,4843,guns n'roses,1,1
7835,4844,legi�o urbana,1,1
7836,4845,renato russo,1,1
7837,4849,best serie ever,1,1
7838,4851,lyrical,1,1
7839,4852,pop bizarre,1,1
7840,5319,red red groovy,1,1
7841,1781,fucking hardcore,1,1
7842,1667,will you marry me sir,1,1
7843,5177,in my heart,1,1
7844,5176,sisters of mercy,1,1
7845,5175,asp,1,1
7846,5020,the little ones,1,1
7847,5031,nico stai,1,1
7848,5030,the duke spirit,1,1
7849,5029,gotye,1,1
7850,5028,anya marina,1,1
7851,5027,grizzly bear,1,1
7852,5026,noisettes,1,1
7853,5025,oppenheimer,1,1
7854,5021,janelle monae,1,1
7855,5019,the republic tigers,1,1
7856,1717,i am going to dig up and be indecent with wendy o,1,1
7857,5018,the temper trap,1,1
7858,5017,passion pit,1,1
7859,5016,coconut records,1,1
7860,5015,say hi,1,1
7861,5014,the asteroids galaxy tour,1,1
7862,5013,lykke li,1,1
7863,5012,lissy trullie,1,1
7864,1718,comedy folk goth,1,1
7865,5032,my number one,1,1
7866,1732,taboo,1,1
7867,5174,gothrock,1,1
7868,5049,testana,1,1
7869,5061,a town in blue,1,1
7870,5060,tekkonkinkreet,1,1
7871,1744,worlds most beautiful woman,1,1
7872,4935,reverie in me,1,1
7873,4936,story,1,1
7874,1743,gothic goddess,1,1
7875,5052,swedish electro,1,1
7876,5050,atari electronic,1,1
7877,5048,rominhocsf,1,1
7878,1741,vampirefreaks,1,1
7879,5047,resident evil,1,1
7880,1716,synthmope,1,1
7881,5044,minimal electronic,1,1
7882,4941,electro-acoustic,1,1
7883,4942,jimmy pages firm,1,1
7884,5040,bastardpop,1,1
7885,5039,electro-goth,1,1
7886,1742,perfect woman,1,1
7887,1719,old devo,1,1
7888,1720,which means way more punk than anyone,1,1
7889,1721,dusty dark western gothic rock,1,1
7890,1726,go back to kokomo you fucking beach boy assholes,1,1
7891,4982,mathers,1,1
7892,4981,marshall mathers,1,1
7893,1730,save your kisses,1,1
7894,4979,blow,1,1
7895,4978,cannibal,1,1
7896,4977,godga,1,1
7897,1729,deep purple family,1,1
7898,4973,brooke hogan,1,1
7899,4971,cherish,1,1
7900,5007,shit glam,1,1
7901,4957,more plays,1,1
7902,4958,queen of last fm,1,1
7903,4968,let me be,1,1
7904,4967,rich and famous,1,1
7905,4966,rock me in,1,1
7906,4965,piece of brit,1,1
7907,4959,love gaga,1,1
7908,4963,the best singer,1,1
7909,4983,yelawolf,1,1
7910,1731,crystal kay,1,1
7911,4985,yellerr,1,1
7912,4986,detroit rap,1,1
7913,5006,modern talking,1,1
7914,5005,funny shit,1,1
7915,5003,rock-a-rolla cover stars,1,1
7916,5002,neon trees,1,1
7917,1723,ass-kicking southern sleaze,1,1
7918,4949,opera-like,1,1
7919,4950,like,1,1
7920,4997,symphonic folk doom metal,1,1
7921,4996,melodic death doom metal,1,1
7922,4951,check your meta tag,1,1
7923,1724,deathglam,1,1
7924,4992,drizzy,1,1
7925,4991,weezy,1,1
7926,4990,aftermath,1,1
7927,4989,d12,1,1
7928,4988,recovery,1,1
7929,4987,shady records,1,1
7930,5062,nsync,1,1
7931,1749,the speed of awesome,1,1
7932,5064,just a girl,1,1
7933,5143,gospel-noise,1,1
7934,5151,bernard butler,1,1
7935,5150,best song on album,1,1
7936,5149,rock anthem,1,1
7937,5148,bad old times,1,1
7938,5147,cowboys and angels,1,1
7939,5146,best morning and midnight music,1,1
7940,5145,weird drum solo,1,1
7941,5144,sexy and energetic,1,1
7942,5142,i dig you,1,1
7943,1703,welcome to drinkin island,1,1
7944,1701,i could tell from the guitar that this is serious rock and roll,1,1
7945,4917,not placebo-like but still good,1,1
7946,4918,weird but good,1,1
7947,4919,awesomeee,1,1
7948,1769,canadian country,1,1
7949,1765,victoria beckham,1,1
7950,1764,aaron carter,1,1
7951,5133,i am home,1,1
7952,1770,texas country,1,1
7953,5153,brawling,1,1
7954,5155,midnight where the day begins,1,1
7955,5156,oh ohio,1,1
7956,4911,the voice,1,1
7957,5172,darkwave gothic,1,1
7958,5171,dudelsackrock,1,1
7959,5170,heavenly sweet,1,1
7960,5169,sad and beautiful,1,1
7961,5168,best advert music ever,1,1
7962,5167,dream-folk,1,1
7963,4913,godtina,1,1
7964,5165,one of the sexiest songs ever,1,1
7965,5164,sounds like whale from sweden,1,1
7966,5163,riders on the storm,1,1
7967,5162,melodramatic synths,1,1
7968,5161,on drugs,1,1
7969,5160,paranoic,1,1
7970,5159,rock steady,1,1
7971,5158,good old days of champagne,1,1
7972,5157,my university,1,1
7973,5130,peter tosh,1,1
7974,5126,indonesian,1,1
7975,5065,song  of the decade,1,1
7976,1713,monster sleaze,1,1
7977,5088,doctor who,1,1
7978,5086,cult favorite,1,1
7979,1759,draco and the malfoys,1,1
7980,5084,conservative,1,1
7981,1711,horror glam,1,1
7982,1712,cartoon metal,1,1
7983,5081,bible study,1,1
7984,5078,audiobook,1,1
7985,1714,outlaw country,1,1
7986,5124,irish punk,1,1
7987,1715,love and death,1,1
7988,5074,christianity,1,1
7989,1752,dragonball z,1,1
7990,1751,greatest band in the universe,1,1
7991,5069,the best official world cup song ever,1,1
7992,5068,freshlyground,1,1
7993,5067,shakira - give it up to me,1,1
7994,1750,deserve to be more famous but would suck if they became mainstream,1,1
7995,5090,small government,1,1
7996,1710,one of my first favourite albums from the just-discovering-music-times,1,1
7997,5093,islam,1,1
7998,1707,this singer is way too white to cover cab calloway,1,1
7999,5123,neo rockabilly,1,1
8000,5114,neo-swing,1,1
8001,5113,psychobilly swing,1,1
8002,1704,pumpkin fiction,1,1
8003,5111,rude bwoy,1,1
8004,5109,skinhead,1,1
8005,5107,dirty reggae,1,1
8006,5106,traditional skinhead,1,1
8007,1705,dick fucking dale motherfucker yes,1,1
8008,1706,i love men without hats but this album is more like grunge without balls,1,1
8009,5102,kazu,1,1
8010,5101,liberal media,1,1
8011,5100,porn music,1,1
8012,5099,ummah,1,1
8013,5098,liberty,1,1
8014,5097,own it,1,1
8015,1761,cindy lauper,1,1
8016,4787,sotu,1,1
8017,5417,trivium,1,1
8018,5418,bloodhound gang,1,1
8019,4713,hubert kah,1,1
8020,4695,sing,1,1
8021,5765,jordan bratman,1,1
8022,5764,mmc,1,1
8023,5762,high notes,1,1
8024,5761,baby jane,1,1
8025,4697,ashley simpson,1,1
8026,1620,faggot,1,1
8027,1824,benladen,1,1
8028,5756,so fucking cool song,1,1
8029,5768,the queen of dance pop,1,1
8030,5755,ragga punk metal,1,1
8031,5753,melodic hardcore punk,1,1
8032,5751,skate-punk,1,1
8033,4714,my darling,1,1
8034,5749,pop pank,1,1
8035,5748,rush,1,1
8036,5747,gentle giant,1,1
8037,5746,great play,1,1
8038,5767,intro,1,1
8039,5769,the queen of pop,1,1
8040,5683,dungeon family,1,1
8041,4677,loneliness after dusk,1,1
8042,5797,avant garde hip-hop,1,1
8043,5796,based music,1,1
8044,5795,rsonists look alike,1,1
8045,5794,really good music,1,1
8046,4675,mbrother,1,1
8047,5791,cantautor,1,1
8048,1826,sex sex sex sex sex,1,1
8049,5789,nada,1,1
8050,4678,ghost in the shell,1,1
8051,1619,cyber-grind,1,1
8052,5781,domino,1,1
8053,1825,sex sex sex,1,1
8054,4680,awogahd,1,1
8055,1617,cyber-punk,1,1
8056,1618,techno punk,1,1
8057,4682,boston,1,1
8058,4684,gothic pop,1,1
8059,4690,tina turner,1,1
8060,5745,french reggae,1,1
8061,5744,from the botton of my broken heart,1,1
8062,4715,pokemon,1,1
8063,5703,bands that are doing the same ol thing but it still sounds good,1,1
8064,5711,elettro pop,1,1
8065,5710,irish singer,1,1
8066,5709,cool music,1,1
8067,5708,keep clear,1,1
8068,5707,italian alternative,1,1
8069,5706,firenze,1,1
8070,5705,the vickers,1,1
8071,5704,2p falls theme music,1,1
8072,1808,picasso,1,1
8073,4716,old school kircore,1,1
8074,5701,pirate songs for piratey pirates,1,1
8075,5699,def jux,1,1
8076,5698,slum village,1,1
8077,1622,lolicore,1,1
8078,1623,gabber punk,1,1
8079,5691,talib kweli,1,1
8080,5688,halifax,1,1
8081,1624,digital-punk,1,1
8082,1809,this is paint,1,1
8083,1817,camera,1,1
