,Artista,rock,pop,alternative,electronic,indie,female vocalists,80s,dance,alternative rock,classic rock
4486,Felipe Dylon,0,1,0,0,0,0,0,0,0,0
4487,Sandy & Júnior,0,1,0,0,0,0,0,0,0,0
4488,Eduardo Carnevale,0,1,0,0,0,0,0,0,0,0
4489,Brokenkites,0,0,0,1,0,0,0,0,0,0
4490,Buddha Bar,0,0,0,1,0,0,0,0,0,0
4491,Xavier Rudd,0,0,0,0,1,0,0,0,0,0
4492,Brian McFadden,0,1,0,0,0,0,0,0,0,0
4493,†‡†,0,0,0,1,0,0,0,0,0,0
4494,Tying Tiffany,0,0,0,1,0,1,0,0,0,0
4495,Cookie Monsta,0,0,0,1,0,0,0,0,0,0
4496,The Bronx,1,0,0,0,0,0,0,0,0,0
4497,Circle Jerks,0,0,0,0,0,0,1,0,0,0
4498,Youth Brigade,0,0,1,0,0,0,0,0,0,0
4499,Chillsongs,0,0,0,1,0,0,0,0,0,0
4500,Saybia,1,1,1,0,1,0,0,0,1,0
4501,Hannah Fury,0,0,0,0,0,1,0,0,0,0
4502,Ive Mendes,0,0,0,0,0,1,0,0,0,0
4503,The Daysleepers,0,0,1,0,1,0,0,0,0,0
4504,Under Byen,0,0,0,0,1,0,0,0,0,0
4505,112,0,0,0,0,0,0,0,1,0,0
4506,Tyrese,0,1,0,0,0,0,0,0,0,0
4507,Moenia,0,1,0,1,0,0,0,0,0,0
4508,Hanzel und Gretyl,1,0,0,1,0,0,0,0,0,0
4509,100blumen,0,0,0,1,0,0,0,0,0,0
4510,Ah Cama-Sotz,0,0,0,1,0,0,0,0,0,0
4511,Empusae,0,0,0,1,0,0,0,0,0,0
4512,32Crash,0,0,0,1,0,0,0,0,0,0
4513,This Morn' Omina,0,0,0,1,0,0,0,0,0,0
4514,Vromb,0,0,0,1,0,0,0,0,0,0
4515,Sam,0,0,0,0,1,0,0,0,0,0
4516,Imminent Starvation,0,0,0,1,0,0,0,0,0,0
4517,Strata,1,0,0,0,0,0,0,0,1,0
4518,Monolake,0,0,0,1,0,0,0,0,0,0
4519,Bob Sinclar,0,1,0,1,0,0,0,1,0,0
4520,Алла Пугачёва,0,0,0,0,0,0,1,0,0,0
4521,Jody Wisternoff,0,0,0,1,0,0,0,0,0,0
4522,Julien Doré,0,0,1,0,0,0,0,0,0,0
4523,Uh Huh Her,1,1,0,1,1,1,0,1,0,0
4524,Gala,0,0,0,0,0,0,0,1,0,0
4525,Король и Шут,1,0,0,0,0,0,0,0,0,0
4526,Nena & Kim Wilde,1,0,0,0,0,0,0,0,0,0
4527,Violins,1,0,1,0,0,0,0,0,0,0
4528,MQN,1,0,0,0,0,0,0,0,0,0
4529,The Thrills,0,1,0,0,1,0,0,0,0,0
4530,The Walkmen,1,0,1,0,1,0,0,0,0,0
4531,Nação Zumbi,0,0,1,0,0,0,0,0,1,0
4532,Marcy Playground,1,0,1,0,1,0,0,0,0,0
4533,Pzychobitch,0,0,0,1,0,0,0,0,0,0
4534,Yendri,0,0,0,1,0,0,0,0,0,0
4535,Lola Angst,0,0,0,1,0,0,0,0,0,0
4536,La Magra,0,0,0,1,0,0,0,0,0,0
4537,Hallucinogen,0,0,0,1,0,0,0,0,0,0
4538,Melleefresh & Deadmau5,0,0,0,1,0,0,0,0,0,0
4539,Z Prochek,0,0,0,1,0,0,0,0,0,0
4540,In[Perfektion],0,0,0,1,0,0,0,0,0,0
4541,Alex Smoke,0,0,0,1,0,0,0,0,0,0
4542,Jan Jelinek,0,0,0,1,0,0,0,0,0,0
4543,GreenGender,0,0,0,1,0,0,0,0,0,0
4544,Alex Under,0,0,0,1,0,0,0,0,0,0
4545,Deepspace,0,0,0,1,0,0,0,0,0,0
4546,Two Lone Swordsmen,0,0,0,1,0,0,0,0,0,0
4547,IMA Robot,0,0,0,0,1,0,0,0,0,0
4548,Hillsong,0,0,0,0,0,1,0,0,0,0
4549,Planetshakers,1,0,0,0,0,0,0,0,0,0
4550,Kabah,0,1,0,0,0,0,0,0,0,0
4551,En espíritu y en verdad,0,0,0,0,0,1,0,0,0,0
4552,Ben Moody,1,0,1,0,0,0,0,0,1,0
4553,Hillsong London,0,0,0,0,0,1,0,1,0,0
4554,Silly Fools,1,0,0,0,0,0,0,0,0,0
4555,Richard Hawley,0,1,0,0,1,0,1,0,0,0
4556,Bernard Butler,1,1,0,0,1,0,0,0,0,0
4557,McAlmont & Butler,1,1,1,0,1,0,0,0,0,0
4558,Jarvis Cocker,0,1,1,0,0,0,0,0,0,0
4559,Superchic[k],1,0,0,0,0,0,0,0,0,0
4560,Kate Earl,0,1,0,0,0,0,0,0,0,0
4561,Freur,0,0,1,1,0,0,1,0,0,0
4562,Youth Group,1,1,1,0,1,0,0,0,1,0
4563,Jessica Sutta,0,1,0,0,0,0,0,0,0,0
4564,Better Than Ezra,0,0,1,0,0,0,0,0,0,0
4565,Infant Sorrow,1,0,1,0,1,0,0,0,1,0
4566,Морэ & Рэльсы,0,0,0,0,1,0,0,0,0,0
4567,Message to Bears,0,0,0,1,0,0,0,0,0,0
4568,Мельница,0,1,1,0,0,1,0,0,0,0
4569,Vienna Teng,0,0,0,0,0,1,0,0,0,0
4570,Mission of Burma,0,0,1,0,1,0,1,0,0,0
4571,Favez,1,0,0,0,0,0,0,0,0,0
4572,The Dismemberment Plan,1,0,0,0,1,0,0,0,0,0
4573,A Sunny Day in Glasgow,0,0,0,0,0,1,0,0,0,0
4574,Scarlett O'Hara,0,0,0,1,0,0,0,0,0,0
4575,Cantstopwontstop,0,1,0,0,0,0,0,0,0,0
4576,Stormwitch,0,0,0,0,0,0,1,0,0,0
4577,新宿ゲバルト,0,0,0,1,0,0,0,0,0,0
4578,Deichkind,0,0,0,1,0,0,0,0,0,0
4579,Vector Lovers,0,0,0,1,0,0,0,0,0,0
4580,Locksley,0,0,1,0,1,0,0,0,0,0
4581,Tenek,0,0,0,1,0,0,0,0,0,0
4582,Технология,0,0,0,1,0,0,0,0,0,0
4583,Billy Ocean,0,1,0,0,0,0,1,0,0,0
4584,Мирбек Атабеков,1,1,0,0,0,0,0,1,0,0
4585,MFÖ,1,0,1,0,0,0,1,0,0,0
4586,Jody Watley,0,1,0,0,0,1,1,1,0,0
4587,Султан Садыралиев,0,1,0,0,0,0,0,1,0,0
4588,Urker,1,0,0,0,0,0,0,0,0,0
4589,Kargo,1,0,0,0,0,0,0,0,0,0
4590,Muzart,1,0,0,0,0,0,0,1,0,0
4591,Alexander O'Neal,1,0,0,0,0,0,1,1,0,0
4592,Shahzoda,0,1,0,0,0,1,0,1,0,0
4593,Elnare,0,0,0,0,0,1,0,1,0,0
4594,Бекчоро,0,1,0,0,0,0,0,0,0,0
4595,Ulytau,1,0,0,0,0,0,0,0,0,0
4596,Ильяз Абдыразаков,0,1,0,0,0,0,0,1,0,0
4597,oOoOO,0,0,0,1,1,0,0,0,0,0
4598,Free the Robots,0,0,0,1,0,0,0,0,0,0
4599,Jonny Craig,0,0,1,0,1,0,0,0,0,0
4600,The Bolshoi,0,0,1,0,0,0,1,0,0,0
4601,drake and lil wayne,0,1,0,0,0,0,0,0,0,0
4602,Tom Boxer Feat. Antonia,0,1,0,0,0,0,0,0,0,0
4603,Kevin Devine,0,0,0,0,1,0,0,0,0,0
4604,Gregory and the Hawk,0,1,0,0,1,1,0,0,1,0
4605,Matt Pond PA,0,0,0,0,1,0,0,0,0,0
4606,Arnaldo Baptista,1,0,0,0,0,0,0,0,0,1
4607,The Dubliners,1,0,0,0,0,0,0,0,0,0
4608,Lindisfarne,1,0,0,0,0,0,0,0,0,0
4609,Floribella,0,1,0,0,0,0,0,0,0,0
4610,Antonio Banderas,0,0,0,0,0,0,0,1,0,0
4611,Zucchero,1,1,0,0,0,0,0,0,0,0
4612,Volver,0,0,1,0,1,0,0,0,0,0
4613,The Morning Light,0,0,0,0,1,0,0,0,0,0
4614,Times New Viking,1,0,0,0,0,0,0,0,0,0
4615,FM Belfast,0,0,0,1,0,0,0,0,0,0
4616,Boat Club,0,0,0,0,1,0,0,0,0,0
4617,Os Arrebatados,0,0,0,0,0,0,0,1,0,0
4618,Catedral,1,1,0,0,0,0,0,0,0,0
4619,Ef,0,0,0,0,1,0,0,0,0,0
4620,Herbie Hancock,0,0,0,1,0,0,1,0,0,0
4621,パール兄弟,0,0,0,0,1,0,0,0,0,0
4622,Paulinho Moska,0,0,0,0,1,0,0,0,0,0
4623,The Shangri-Las,0,1,0,0,0,1,0,0,0,0
4624,Marlene Kuntz,0,0,1,0,0,0,0,0,0,0
4625,Verdena,0,0,1,0,1,0,0,0,0,0
4626,Baustelle,0,0,1,0,1,0,0,0,0,0
4627,Priscilla Ahn,0,0,0,0,1,0,0,0,0,0
4628,David Coverdale,0,0,0,0,0,0,0,0,0,1
4629,Richie Kotzen,1,0,0,0,0,0,0,0,0,0
4630,Ben Harper & The Innocent Criminals,1,0,1,0,0,0,0,0,0,0
4631,Jonathan Coulton,0,0,0,0,1,0,0,0,0,0
4632,The Advantage,1,0,0,0,1,0,0,0,0,0
4633,Godhead,1,0,1,0,0,0,0,0,0,0
4634,Snake River Conspiracy,0,0,0,0,0,1,0,0,0,0
4635,Legowelt,0,0,0,1,0,0,0,0,0,0
4636,Side Liner,0,0,0,1,0,0,0,0,0,0
4637,Mystical Sun,0,0,0,1,0,0,0,0,0,0
4638,Alden Tyrell,0,0,0,1,0,0,0,0,0,0
4639,The Honorary Title,1,0,1,0,0,0,0,0,0,0
4640,The Early November,0,0,0,0,1,0,0,0,1,0
4641,Pretty Girls Make Graves,0,0,0,0,1,1,0,0,0,0
4642,Single File,0,0,0,0,0,0,0,0,1,0
4643,Forgive Durden,0,0,0,0,1,0,0,0,0,0
4644,Ruth Flowers Mamy Rock,0,0,0,1,0,0,0,1,0,0
4645,Mocca,0,0,0,0,1,0,0,0,0,0
4646,Sky Sailing,0,0,0,1,1,0,0,0,0,0
4647,Hana Pestle,1,0,0,0,0,0,0,0,0,0
4648,Halestorm,1,0,0,0,0,1,0,0,0,0
4649,The Dodos,0,0,0,0,1,0,0,0,0,0
4650,Disney,0,1,0,0,0,0,0,0,0,0
4651,Airiel,0,0,0,1,1,0,0,0,0,0
4652,Telefunka,0,0,0,1,0,0,0,0,0,0
4653,Tony Joe White,1,0,0,0,0,0,0,0,0,0
4654,I Am Kloot,0,0,0,0,1,0,0,0,0,0
4655,The Pogues,1,0,1,0,0,1,1,0,0,0
4656,As Tall as Lions,0,0,0,0,1,0,0,0,0,0
4657,Rosetta,0,0,1,0,0,0,0,0,0,0
4658,Edgar Froese,0,0,0,1,0,0,0,0,0,0
4659,Picture Palace music,0,0,0,1,0,0,0,0,0,0
4660,Yat-Kha,1,0,0,0,0,0,0,0,0,0
4661,Laika,0,0,0,1,1,1,0,0,0,0
4662,Klaus Schulze,0,0,0,1,0,0,0,0,0,0
4663,Souad Massi,0,0,0,0,0,1,0,0,0,0
4664,장근석,0,1,0,0,0,0,0,0,0,0
4665,Sabrina,0,1,0,0,0,1,1,1,0,0
4666,Jang Geun Suk & Park Shin Hye,0,1,0,0,0,0,0,0,0,0
4667,Dirty Little Rabbits,0,0,0,0,1,1,0,0,0,0
4668,Lisa Scott-Lee,0,0,0,0,0,0,0,1,0,0
4669,Юлия Савичева,0,1,0,0,0,1,0,0,0,0
4670,Mark Owen,1,1,1,0,0,0,0,0,0,0
4671,BBMak,0,1,0,0,0,0,0,1,0,0
4672,Cherry Ghost,0,1,0,0,1,0,0,0,0,0
4673,Erik Hassle,0,1,1,0,0,0,0,0,0,0
4674,Lissie,0,0,0,0,0,1,0,0,0,0
4675,D:Ream,0,0,0,0,0,0,0,1,0,0
4676,The Concretes,0,0,0,0,0,1,0,0,0,0
4677,The Submarines,0,0,1,1,1,1,0,0,0,0
4678,Bark Bark disco,0,0,1,0,1,0,0,0,0,0
4679,Jeffrey Lewis,0,0,0,0,1,0,0,0,0,0
4680,Black Francis,0,0,1,0,0,0,0,0,1,0
4681,Slow Club,0,0,0,0,1,0,0,0,0,0
4682,The Cat Empire,0,0,1,0,0,0,0,0,0,0
4683,Waglewski Fisz Emade,1,0,1,0,0,0,0,0,1,0
4684,Gal Costa,0,0,0,0,0,1,0,0,0,0
4685,Gotan Project,0,0,0,1,0,0,0,0,0,0
4686,Kenny Rogers,0,1,0,0,0,0,1,0,0,0
4687,Randy Travis,0,0,0,0,0,0,1,0,0,0
4688,David Hasselhoff,1,0,0,0,0,0,0,0,0,0
4689,Mickey Gilley,0,0,0,0,0,0,1,0,0,0
4690,Ty Segall,0,0,0,0,0,0,0,1,0,0
4691,Burn Down Rome,0,0,1,0,1,0,0,0,0,0
4692,Ghosts,1,1,1,0,1,0,0,0,0,0
4693,SLAPPER,0,0,0,1,0,0,0,0,0,0
4694,Falling Up,1,0,1,0,0,0,0,0,1,0
4695,Iron & Wine and Calexico,0,0,0,0,1,0,0,0,0,0
4696,The Juliana Theory,1,0,1,0,1,1,0,0,1,0
4697,David Crowder Band,0,0,1,0,0,0,0,0,0,0
4698,Ben Gibbard,0,0,0,0,1,0,0,0,0,0
4699,Say Hi to Your Mom,1,0,1,0,1,0,0,0,0,0
4700,Alsou,0,1,0,0,0,1,0,0,0,0
4701,Be Your Own Pet,1,0,0,0,1,1,0,1,0,0
4702,Prodigy,0,0,1,1,0,0,0,0,0,0
4703,Ikimono-Gakari,0,0,0,0,0,1,0,0,0,0
4704,The Beautiful South,0,1,0,0,1,0,0,0,0,0
4705,Florence and The Machine,0,0,1,0,0,0,0,0,0,0
4706,Michael McDonald,0,0,0,0,0,0,1,0,0,0
4707,ravex,0,0,0,0,0,0,0,1,0,0
4708,Grace Potter and the Nocturnals,1,0,0,0,1,1,0,0,0,0
4709,Iyaz,0,1,0,0,0,0,0,0,0,0
4710,Blood Ruby,1,1,1,0,1,1,0,0,1,0
4711,Kitchens of Distinction,0,0,0,0,0,0,1,0,0,0
4712,Bel Canto,0,0,0,1,0,0,0,0,0,0
4713,Love Spirals Downwards,0,0,0,0,0,1,0,0,0,0
4714,Hope Sandoval & The Warm Inventions,0,0,1,0,1,1,0,0,0,0
4715,Low,0,0,1,0,1,0,0,0,0,0
4716,Mahogany,0,0,0,0,1,1,0,0,0,0
4717,The Electric Soft Parade,1,0,1,0,1,0,0,0,0,0
4718,Todd Rundgren,1,1,0,0,0,0,0,0,0,1
4719,Bonnie Raitt,0,1,0,0,0,1,0,0,0,0
4720,Jonny Lang,1,0,1,0,0,0,0,0,0,0
4721,John Mayall & The Bluesbreakers,1,0,0,0,0,0,0,0,0,1
4722,Bessie Smith,0,0,0,0,0,1,0,0,0,0
4723,Roy Buchanan,1,0,0,0,0,0,0,0,0,0
4724,Ry Cooder,0,0,0,0,0,0,0,0,0,1
4725,Toyah,0,0,0,0,0,1,1,0,0,0
4726,John Foxx & Louis Gordon,0,0,0,1,0,0,0,0,0,0
4727,Generation X,1,0,0,0,0,0,0,0,0,0
4728,AnnaSophia Robb,0,1,0,0,0,0,0,0,0,0
4729,Bromheads Jacket,0,0,0,0,1,0,0,0,0,0
4730,Juliana Hatfield,0,0,0,0,1,1,0,0,1,0
4731,Tammy Wynette,0,0,0,0,0,1,0,0,0,0
4732,Lower Dens,0,0,0,0,1,0,0,0,0,0
4733,The Slits,0,0,0,0,0,1,1,0,0,0
4734,Sarah Blasko,0,0,0,0,1,0,0,0,0,0
4735,Mc Marcelly,0,1,0,0,0,0,0,0,0,0
4736,Cave In,0,0,0,0,0,0,0,0,1,0
4737,Torche,0,0,1,0,0,0,0,0,0,0
4738,Murder by Death,1,0,1,0,1,0,0,0,1,0
4739,Electrovamp,0,0,0,0,0,0,0,1,0,0
4740,Denali,0,0,0,0,1,1,0,0,0,0
4741,Broadcast,1,1,1,1,1,1,0,0,0,0
4742,Skazi,0,0,0,1,0,0,0,0,0,0
4743,Moto Boy,0,1,1,0,1,0,0,0,0,0
4744,Telekinesis,0,1,0,0,0,0,0,0,0,0
4745,Dan Black,0,1,1,1,1,0,0,0,0,0
4746,Christian TV,0,1,0,0,0,0,0,1,0,0
4747,S,0,0,0,0,0,1,0,0,0,0
4748,Cibelle,0,0,1,1,1,1,0,0,0,0
4749,Azure Ray,0,1,0,1,1,1,0,0,0,0
4750,The Benjamin Gate,1,0,1,0,0,0,0,0,0,0
4751,Eowyn,1,0,0,0,0,1,0,0,0,0
4752,Seventh Day Slumber,1,0,1,0,0,0,0,0,0,0
4753,CW7,1,0,0,0,0,1,0,0,0,0
4754,Alessandra Maestrini,0,1,0,0,0,0,0,0,0,0
4755,Yuridia,0,1,0,0,0,1,0,0,0,0
4756,Yolanda Be Cool,0,0,0,1,0,0,0,0,0,0
4757,Mark Farina,0,0,0,1,0,0,0,0,0,0
4758,Umphrey's McGee,1,0,0,0,0,0,0,0,0,0
4759,Otis Spann,1,0,0,0,0,0,0,0,0,1
4760,Otis Rush,0,0,0,0,0,0,0,0,0,1
4761,El Tri,1,0,0,0,0,0,0,0,0,0
4762,Euros Childs,0,0,0,0,1,0,0,0,0,0
4763,Bonde das Impostora,0,0,0,1,0,0,0,0,0,0
4764,Sleeper,1,0,1,0,1,1,0,0,0,0
4765,Karine Alexandrino,0,0,1,0,0,1,0,0,0,0
4766,The Moldy Peaches,0,0,0,0,1,0,0,0,0,0
4767,Trouble,0,0,0,0,0,0,0,0,0,1
4768,Billy Squier,0,0,0,0,0,0,1,0,0,1
4769,Robin Trower,0,0,0,0,0,0,0,0,0,1
4770,Carolina Marquez,0,0,0,0,0,1,0,1,0,0
4771,Tópaz,1,0,0,0,1,0,0,0,0,0
4772,Lorie,0,0,0,0,0,0,0,1,0,0
4773,Josie and the Pussycats,0,1,0,0,0,0,0,0,0,0
4774,Little Grey Girlfriend,0,1,0,0,1,0,0,1,0,0
4775,Barry Manilow,0,1,0,0,0,0,1,0,0,0
4776,Stereo Total,0,0,0,0,1,0,0,0,0,0
4777,Sérgio Mendes,0,0,1,1,0,0,0,0,0,0
4778,Melody Gardot,0,0,0,0,0,1,0,0,0,0
4779,Roxy Blue,1,0,0,0,0,0,0,0,0,0
4780,Bad English,1,0,0,0,0,0,1,0,0,1
4781,Amanda Palmer,0,0,1,0,1,1,0,0,1,0
4782,The Long Blondes,0,0,0,0,0,1,0,0,0,0
4783,Sugarplum Fairy,1,0,1,0,1,0,0,0,0,0
4784,Kilians,1,0,1,0,1,0,0,0,0,0
4785,The Weird Sisters,1,0,0,0,0,0,0,0,0,0
4786,福原美穂,0,1,0,0,0,1,0,0,0,0
4787,Lisa Loeb,1,1,1,0,1,1,0,0,0,0
4788,Señor Coconut,0,0,0,1,0,1,0,0,0,0
4789,Holden,0,0,0,0,0,1,0,0,0,0
4790,Sun Kil Moon,0,0,0,0,1,0,0,0,0,0
4791,Aloha,1,0,0,0,1,0,0,0,0,0
4792,The Velvet Teen,1,1,0,0,0,0,0,0,0,0
4793,John Mayer Trio,1,0,0,0,0,0,0,0,0,0
4794,Aslyn,0,0,0,0,0,1,0,0,0,0
4795,Cheap Mondays,1,0,1,0,1,0,0,0,1,0
4796,Television,1,0,0,0,0,0,0,0,0,1
4797,Merci Miss Monroe,0,0,0,0,1,0,0,0,0,0
4798,Beenie Man,0,0,0,0,0,0,1,0,0,0
4799,Mr. Vegas,0,0,0,0,0,0,0,1,0,0
4800,Tsunami Bomb,1,0,0,0,0,1,0,0,0,0
4801,resident hero,1,0,1,0,0,0,0,0,0,0
4802,Bono,1,0,0,0,0,0,0,0,0,0
4803,The Blue Nile,0,1,1,0,0,0,0,0,1,0
4804,Karima Francis,0,0,1,0,0,1,0,0,0,0
4805,Ana Cañas,0,0,0,0,0,1,0,0,0,0
4806,Daughter Darling,0,0,0,0,1,1,0,0,0,0
4807,Nina Hagen,0,0,0,0,0,1,1,0,0,0
4808,Les Rita Mitsouko,1,0,0,0,0,0,1,0,0,0
4809,Grant Lee Buffalo,1,0,0,0,0,0,0,0,0,0
4810,Elysian Fields,0,0,1,0,0,1,0,0,0,0
4811,NoMeansNo,0,0,1,0,0,0,0,0,0,0
4812,The Black Heart Procession,0,0,1,0,1,0,0,0,0,0
4813,Funckarma,0,0,0,1,0,0,0,0,0,0
4814,citizengreen,0,0,0,1,0,0,0,0,0,0
4815,Download,0,0,0,1,0,0,0,0,0,0
4816,PlatEAU,0,0,0,1,0,0,0,0,0,0
4817,Wirtz,1,0,0,0,0,0,0,0,0,0
4818,Lisa Stansfield,0,1,0,0,0,1,0,0,0,0
4819,Snap!,0,0,0,1,0,0,0,1,0,0
4820,Hilary Chow,0,1,1,0,1,0,0,1,1,0
4821,Meredith Brooks,1,1,1,0,0,1,0,0,0,0
4822,Buffalo Daughter,1,0,0,1,0,0,0,0,0,0
4823,Giraffes? Giraffes!,0,0,0,0,1,0,0,0,0,0
4824,DJ Spooky,0,0,0,1,0,0,0,0,0,0
4825,Supercar,0,0,1,1,0,0,0,0,0,0
4826,Hifana,0,0,0,1,0,0,0,0,0,0
4827,Craig Owens,0,0,1,0,1,0,0,0,0,0
4828,Seize,0,0,0,1,0,1,0,0,0,0
4829,De Saloon,1,0,0,0,0,0,0,0,0,0
4830,Come Undone,0,1,0,0,0,0,1,0,0,0
4831,Curiosity Killed the Cat,0,1,0,0,0,0,1,0,0,0
4832,Emre Aydın,0,0,1,0,0,0,0,0,0,0
4833,6.Cadde,0,0,1,0,0,0,0,0,0,0
4834,Çilekeş,0,0,0,0,0,0,0,0,1,0
4835,Brent Lewis,0,0,0,0,0,0,1,0,0,0
4836,New Boyz,0,0,0,1,0,0,0,0,0,0
4837,Lauren Pritchard,0,0,0,0,0,1,0,0,0,0
4838,Antsy Pants,0,0,1,0,1,0,0,0,0,0
4839,Wheatus,1,0,1,0,0,0,0,0,1,0
4840,Lymbyc Systym,0,0,0,1,0,0,0,0,0,0
4841,Casiotone for the Painfully Alone,0,0,1,1,0,0,0,0,0,0
4842,Beat Happening,0,0,1,0,1,0,0,0,0,0
4843,cEvin Key,0,0,0,1,0,0,0,0,0,0
4844,ohGr,0,0,0,1,0,0,0,0,0,0
4845,Cyberaktif,0,0,1,1,0,0,0,0,0,0
4846,Fonzie,1,0,0,0,0,0,0,0,1,0
4847,Pharrell,0,1,0,0,0,0,0,0,0,0
4848,Lunic,1,0,0,0,1,1,0,0,0,0
4849,Shannon Wright,1,0,1,0,1,1,0,0,0,0
4850,Sono,0,0,1,0,0,0,0,1,0,0
4851,Lily Holbrook,0,0,0,0,1,1,0,0,0,0
4852,Hypernova,1,0,0,0,1,0,0,0,0,0
4853,Ximena Sariñana,1,1,1,0,1,0,0,0,0,0
4854,Chenoa,0,1,0,0,0,0,0,0,0,0
4855,The Midway State,0,0,0,0,1,0,0,0,0,0
4856,Sam Roberts,0,0,0,0,1,0,0,0,0,0
4857,The Last Goodnight,1,0,0,0,1,0,0,0,1,0
4858,Matt Mays & El Torpedo,0,0,0,0,1,0,0,0,0,0
4859,Butch Walker,1,0,1,0,1,0,0,0,1,0
4860,Tom Felton,1,0,0,0,0,0,0,0,0,0
4861,Madrugada,0,0,1,0,0,0,0,0,0,0
4862,Slut,1,0,0,0,1,0,0,0,0,0
4863,iLiKETRAiNS,0,0,0,0,1,0,0,0,0,0
4864,승리,0,1,0,0,0,0,0,0,0,0
4865,Harry Nilsson,1,1,0,0,1,0,0,0,0,1
4866,The dB's,0,0,0,0,0,0,0,0,1,0
4867,Volcano Choir,0,0,1,0,0,0,0,0,0,0
4868,Twin Atlantic,0,0,0,0,0,0,0,0,1,0
4869,"Peter, Paul & Mary",0,0,0,0,0,0,0,0,0,1
4870,Chris Salvatore,0,1,0,0,0,0,0,1,0,0
4871,Kenny Wayne Shepherd Band,0,0,0,0,0,0,1,0,0,0
4872,Walter Trout,0,0,0,0,0,0,0,0,0,1
4873,Beth Hart,1,0,0,0,0,0,0,0,0,0
4874,Joe Colombo,1,0,0,0,0,0,0,0,0,0
4875,Ana Popovic,0,0,0,0,0,1,0,0,0,0
4876,Qntal,0,0,0,1,0,0,0,0,0,0
4877,Maanam,1,0,0,0,0,0,0,0,0,0
4878,Addison Road,0,0,0,0,1,1,0,0,0,0
4879,Francesca Battistelli,0,1,0,0,0,1,0,0,0,0
4880,Eleventyseven,0,0,0,1,0,0,0,0,0,0
4881,Jeniferever,0,0,0,0,1,0,0,0,0,0
4882,Euphoria,0,0,0,1,0,0,0,0,0,0
4883,Johnny Thunders,1,0,0,0,0,0,0,0,0,1
4884,The Vera Violets,0,0,0,0,1,0,0,0,0,0
4885,Swervedriver,1,0,1,0,0,0,0,0,0,0
4886,Drive-By Truckers,1,0,0,0,0,0,0,0,0,0
4887,Orange Juice,0,0,0,0,1,0,0,0,0,0
4888,Turin Brakes,0,0,1,0,1,0,0,0,0,0
4889,Trance Atlantic Air Waves,0,0,0,1,0,0,0,1,0,0
4890,Frank Van Bogaert,0,0,0,1,0,0,0,0,0,0
4891,2002,0,0,0,1,0,0,0,0,0,0
4892,Muscles,0,0,0,1,0,0,0,1,0,0
4893,The Temptations,1,1,0,0,0,0,0,0,0,0
4894,Nosaj Thing,0,0,0,1,0,0,0,0,0,0
4895,Maserati,0,0,1,1,1,0,0,0,0,0
4896,Caia,0,0,0,1,0,0,0,0,0,0
4897,Sub7even,1,0,0,0,0,0,0,0,0,0
4898,The Union Underground,1,0,0,0,0,0,0,0,0,0
4899,John 5,1,0,0,0,0,0,0,0,0,0
4900,Andy Timmons,1,0,0,0,0,0,0,0,0,0
4901,Mumm-Ra,1,0,1,0,1,0,0,0,1,0
4902,Since October,1,0,1,0,0,0,0,0,1,0
4903,Ramirez,1,0,0,0,1,0,0,0,0,0
4904,Sp7,1,0,1,0,1,1,0,0,0,0
4905,A Thorn for Every Heart,0,0,1,0,0,0,0,0,1,0
4906,ViViD,1,0,0,0,0,0,0,0,0,0
4907,The Communards,0,1,1,1,0,0,1,1,0,0
4908,Phillip Boa & The Voodooclub,0,0,1,0,1,0,0,0,0,0
4909,Telepathe,0,0,0,1,0,0,0,0,0,0
4910,Children of the CPU,0,0,0,1,0,0,0,0,0,0
4911,Ashra,0,0,0,1,0,0,0,0,0,0
4912,Donna Regina,0,0,0,0,1,1,0,0,0,0
4913,Johannes Schmoelling,0,0,0,1,0,0,0,0,0,0
4914,Peter Baumann,0,0,0,1,0,0,0,0,0,0
4915,Brad,1,0,0,0,0,0,0,0,0,0
4916,Stone Gossard,1,0,0,0,0,0,0,0,0,0
4917,Caspa,0,0,0,1,0,0,0,0,0,0
4918,Sub Focus,0,0,0,1,0,0,0,0,0,0
4919,Borgore,0,0,0,1,0,0,0,0,0,0
4920,Bliss,0,0,0,1,0,0,0,0,0,0
4921,Duck Sauce,0,0,0,1,0,0,0,1,0,0
4922,The Answer,1,0,0,0,0,0,0,0,0,1
4923,The Ropes,0,0,1,0,1,1,0,0,0,0
4924,Band of Skulls,1,0,1,0,1,1,0,0,1,0
4925,Sergio Dalma,0,1,0,0,0,0,1,0,0,0
4926,Fito & Fitipaldis,1,0,0,0,0,0,0,0,0,0
4927,El Sueño de Morfeo,0,1,0,0,0,0,0,0,0,0
4928,Merche,0,1,0,0,0,0,0,0,0,0
4929,Lizzy Borden,0,0,0,0,0,0,1,0,0,0
4930,Shawn McDonald,0,0,0,0,1,0,0,0,0,0
4931,Day of Fire,1,0,0,0,0,0,0,0,0,0
4932,Jonah33,0,0,0,0,0,0,0,0,1,0
4933,Burhan G,0,1,0,0,0,0,0,0,0,0
4934,Zola Jesus,0,0,0,1,0,1,0,0,0,0
4935,Dum Dum Girls,0,0,0,0,1,1,0,0,0,0
4936,Anthony Green,0,0,0,0,1,0,0,0,0,0
4937,Fangoria,0,0,0,1,0,0,0,0,0,0
4938,Global Deejays,0,1,0,1,0,0,0,1,0,0
4939,Lisa Hannigan,0,0,0,0,0,1,1,0,0,0
