,Artista,rock,pop,alternative,eletronic,indie,female vocalist,80s,dance,alternative rock,classic rock
12612,Angelo Elle,0,0,0,0,0,0,0,0,0,0
12613,la guerra delle formiche,0,0,0,0,0,0,0,0,0,0
12614,LaPingra,0,0,0,0,0,0,0,0,0,0
12615,Don Turbolento,0,0,0,0,0,0,0,0,0,0
12616,Honeybird & the Birdies,0,0,0,0,1,0,0,0,0,0
12617,Vinegar Socks,0,0,0,0,0,0,0,0,0,0
12618,Scott Matthews,0,1,0,0,0,0,0,0,0,0
12619,The Abramson Singers,0,0,0,0,0,0,0,0,0,0
12620,zero gravity toilet,0,0,0,0,0,0,0,0,0,0
12621,Eva Mon amour,0,0,0,0,0,0,0,0,0,0
12622,"Kiss My Ass, Deeply",0,0,0,0,0,0,0,0,0,0
12623,Arakain,0,0,0,0,0,0,0,0,0,0
12624,Zbynda Slepička,0,0,0,0,0,0,0,0,0,0
12625,Krausberry,0,0,0,0,0,0,0,0,0,0
12626,Alkehol,0,0,0,0,0,0,0,0,0,0
12627,Votchi,0,0,0,0,0,0,0,0,0,0
12628,Ian Gillan,0,0,0,0,0,0,0,0,0,0
12629,Horkýže Slíže,0,0,0,0,0,0,0,0,0,0
12630,Tři Sestry,0,0,0,0,0,0,0,0,0,0
12631,Blue Effect,0,0,0,0,0,0,0,0,0,0
12632,Karel Kryl,0,0,0,0,0,0,0,0,0,0
12633,Katapult,0,0,0,0,0,0,0,0,0,0
12634,Brutus,0,0,0,0,0,0,0,0,0,0
12635,Jan Jiroušek,0,0,0,0,0,0,0,0,0,0
12636,Jiří Schelinger,0,0,0,0,0,0,0,0,0,0
12637,Hudba Praha,0,0,0,0,0,0,0,0,0,0
12638,Jára Cimrman,0,0,0,0,0,0,0,0,0,0
12639,Blue Cheer,0,0,0,0,0,0,0,0,0,1
12640,Totální Nasazení,0,0,0,0,0,0,0,0,0,0
12641,Šimek & Grossmann,0,0,0,0,0,0,0,0,0,0
12642,Saga,1,0,0,0,0,0,1,0,0,0
12643,Seventh Wonder,0,0,0,0,0,0,0,0,0,0
12644,The Gourishankar,0,0,0,0,0,0,0,0,0,0
12645,Enchant,0,0,0,0,0,0,0,0,0,0
12646,Dominici,0,0,0,0,0,0,0,0,0,0
12647,Aditus,0,0,0,0,0,0,0,0,0,0
12648,Dreamscape,0,0,0,0,0,0,0,0,0,0
12649,Shawn Lane,0,0,0,0,0,0,0,0,0,0
12650,Agora,0,0,0,0,0,0,0,0,0,0
12651,Los Rabanes,0,0,0,0,0,0,0,0,0,0
12652,Chichi Peralta,0,0,0,0,0,0,0,0,0,0
12653,Pastora,0,0,0,0,0,0,0,0,0,0
12654,Ok que,0,0,0,0,0,0,0,0,0,0
12655,The Jelly Jam,0,0,0,0,0,0,0,0,0,0
12656,Guillermo Cides,0,0,0,0,0,0,0,0,0,0
12657,Mermelada Bunch,0,0,0,0,0,0,0,0,0,0
12658,Solid Vision,0,0,0,0,0,0,0,0,0,0
12659,MullMuzzler,0,0,0,0,0,0,0,0,0,0
12660,Manolo García,0,0,0,0,0,0,0,0,0,0
12661,Alaska In Winter,0,0,0,1,0,0,0,0,0,0
12662,Sea Wolf,1,1,1,0,1,0,0,0,0,0
12663,The Alarm,1,0,0,0,0,0,1,0,0,0
12664,Mike Peters,0,0,0,0,0,0,0,0,0,0
12665,Grand National,0,0,0,0,0,0,0,0,0,0
12666,Любэ,1,0,0,0,0,0,0,0,0,0
12667,Bachelor Girl,0,0,0,0,0,0,0,0,0,0
12668,Kirsty MacColl,0,0,0,0,0,1,1,0,0,0
12669,Stephen Duffy,0,0,0,0,0,0,0,0,0,0
12670,Gowan,0,0,0,0,0,0,1,0,0,0
12671,Simon Le Bon,0,0,0,0,0,0,0,0,0,0
12672,Glass Tiger,0,0,0,0,0,0,0,0,0,1
12673,Private,0,0,0,0,0,0,0,0,0,0
12674,Geneva Jacuzzi,0,0,0,0,0,1,0,0,0,0
12675,Clara Rockmore,0,0,0,0,0,0,0,0,0,0
12676,Jane Birkin,0,0,0,0,0,1,0,0,0,0
12677,Kas Product,0,0,0,0,0,0,0,0,0,0
12678,El Aviador Dro,0,0,0,0,0,0,0,0,0,0
12679,John Maus,0,0,0,1,0,0,0,0,0,0
12680,Telex,0,0,0,0,0,0,0,0,0,0
12681,Marlene Dietrich,0,0,0,0,0,1,0,0,0,0
12682,Lio,0,0,0,0,0,0,1,0,0,0
12683,Marianne Faithfull,1,1,0,0,0,1,0,0,0,1
12684,Jeremy Jay,0,0,0,0,0,0,0,0,0,0
12685,Thieves Like Us,0,0,0,1,1,0,0,1,0,0
12686,Modern Witch,0,0,0,1,0,0,0,0,0,0
12687,Bernard Fevre,0,0,0,0,0,0,0,0,0,0
12688,Trans-X,0,0,0,0,0,0,0,0,0,0
12689,Lizzy Mercier Descloux,0,0,0,0,0,0,0,0,0,0
12690,The Motels,0,0,0,0,0,1,1,0,0,0
12691,DJ Sharpnel,0,0,0,0,0,0,0,0,0,0
12692,Apartment 26,0,0,0,0,0,0,0,0,1,0
12693,Magic Man,0,0,0,0,0,0,0,0,0,0
12694,e-gens,0,1,1,1,0,0,0,1,0,0
12695,Electro Spectre,0,0,1,1,0,0,0,0,0,0
12696,Analog Angel,0,0,0,1,0,0,0,0,0,0
12697,B! Machine,0,0,1,1,0,0,0,0,0,0
12698,Jens Bader,0,0,1,1,0,0,0,0,0,0
12699,Ien Oblique,0,0,1,1,0,0,0,1,0,0
12700,Zartbitter 16,0,0,0,1,0,0,0,0,0,0
12701,KAJ,0,0,1,1,0,0,0,0,0,0
12702,Simulator,0,0,1,1,0,0,0,0,0,0
12703,Sharon Next,0,0,0,0,0,0,0,0,0,0
12704,depressive minds,0,0,0,1,0,0,0,0,0,0
12705,Mphase,0,0,0,0,0,0,0,0,0,0
12706,Sea of Sin,0,0,0,0,0,0,0,0,0,0
12707,Dynamic Masters,0,0,0,0,0,0,0,0,0,0
12708,The High-Dolls,0,1,1,1,0,0,0,1,0,0
12709,Halovox,0,0,0,1,0,0,0,1,0,0
12710,Raindancer,0,0,0,1,0,0,0,0,0,0
12711,TheTrees,1,0,1,0,1,0,0,0,0,0
12712,Tourdeforce,0,0,0,0,0,0,0,0,0,0
12713,Intricated,0,0,0,0,0,0,0,0,0,0
12714,Carved Souls,0,0,1,1,0,0,0,0,0,0
12715,Vision Talk,0,0,0,0,0,0,0,0,0,0
12716,Fake The Envy,0,0,0,0,0,0,0,0,0,0
12717,Joy Serene,0,0,0,0,0,0,0,0,0,0
12718,Modern Thieves,1,0,1,0,1,0,0,0,0,0
12719,Low Technicians,0,0,1,1,0,0,0,0,0,0
12720,Stargraph,0,0,0,1,0,0,0,0,0,0
12721,Double Thumb,0,0,0,1,0,1,0,0,0,0
12722,Rational Youth,0,0,0,0,0,0,0,0,0,0
12723,James LaBrie,0,0,0,0,0,0,0,0,0,0
12724,ANew Revolution,0,0,0,0,0,0,0,0,0,0
12725,Confession,0,0,0,0,0,0,0,0,0,0
12726,The Letter Black,1,0,1,0,0,1,0,0,1,0
12727,Éowyn,1,0,0,0,0,0,0,0,0,0
12728,Amie Miriello,0,0,0,0,0,0,0,0,0,0
12729,Elizabeth & The Catapult,0,0,0,0,0,0,0,0,0,0
12730,Eric Hutchinson,0,0,0,0,0,0,0,0,0,0
12731,Andrea Corr,0,0,0,0,0,0,0,0,0,0
12732,Richard Joo,0,0,0,0,0,0,0,0,0,0
12733,Attack In Black,0,0,0,0,0,0,0,0,0,0
12734,Canterbury,0,0,0,0,0,0,0,0,0,0
12735,Adrina Thorpe,0,0,0,0,0,0,0,0,0,0
12736,Joan as Police Woman,0,0,0,0,1,0,0,0,0,0
12737,Smoosh,0,0,0,0,1,1,0,0,0,0
12738,Charlie Dée,0,0,0,0,0,0,0,0,0,0
12739,Room Eleven,0,0,0,0,0,0,0,0,0,0
12740,Immaculate Machine,0,0,0,0,0,0,0,0,0,0
12741,Heidi Happy,0,0,0,0,0,0,0,0,0,0
12742,Pinewood Derby,0,0,0,0,0,0,0,0,0,0
12743,Phildel,0,1,1,0,0,1,0,0,0,0
12744,The Devlins,0,0,0,0,0,0,0,0,0,0
12745,Title Fight,0,0,0,0,0,0,0,0,0,0
12746,Transit,0,0,0,0,0,0,0,0,0,0
12747,THE KOBANES,0,0,0,0,0,0,0,0,0,0
12748,Such Gold,0,0,0,0,0,0,0,0,0,0
12749,This Time Next Year,0,0,0,0,0,0,0,0,0,0
12750,The Lillingtons,0,0,0,0,0,0,0,0,1,0
12751,Agent,0,0,0,0,0,0,0,0,0,0
12752,Shook Ones,0,0,0,0,0,0,0,0,0,0
12753,The 20 Belows,0,0,0,0,0,0,0,0,0,0
12754,Huntingtons,0,0,0,0,0,0,0,0,0,0
12755,My Heart To Joy,0,0,0,0,0,0,0,0,0,0
12756,Chixdiggit!,0,0,0,0,0,0,0,0,0,0
12757,Johnie 3,0,0,0,0,0,0,0,0,0,0
12758,The Manges,0,0,0,0,0,0,0,0,0,0
12759,Riverdales,0,0,0,0,0,0,0,0,0,0
12760,The Invalids,0,0,0,0,0,0,0,0,0,0
12761,the peabodys,0,0,0,0,0,0,0,0,0,0
12762,Balance and Composure,0,0,0,0,0,0,0,0,0,0
12763,Hightide Hotel,0,0,0,0,0,0,0,0,0,0
12764,The Steinways,0,0,0,0,0,0,0,0,0,0
12765,The Copyrights,0,0,0,0,0,0,0,0,0,0
12766,Iron Chic,0,0,0,0,0,0,0,0,0,0
12767,House Boat,0,0,0,0,0,0,0,0,0,0
12768,Midwest Pen Pals,0,0,0,0,0,0,0,0,0,0
12769,Parasites,0,0,0,0,0,0,0,0,0,0
12770,Castevet,0,0,0,0,1,0,0,0,0,0
12771,Cletus,0,0,0,0,0,0,0,0,0,0
12772,Latterman,0,0,0,0,0,0,0,0,0,0
12773,Get Bent,0,0,0,0,0,0,0,0,0,0
12774,Carridale,0,0,0,0,0,0,0,0,0,0
12775,teenage bubblegums,0,0,0,0,0,0,0,0,0,0
12776,Crime in Stereo,0,0,0,0,0,0,0,0,0,0
12777,Anna Abreu,0,0,0,0,0,0,0,0,0,0
12778,A1,0,1,0,0,0,0,0,0,0,0
12779,Wallis Bird,0,0,0,0,0,1,0,0,0,0
12780,Willy DeVille,1,0,0,0,0,0,1,0,0,0
12781,Lightnin' Hopkins,0,0,0,0,0,0,0,0,0,0
12782,The Paul Butterfield Blues Band,0,0,0,0,0,0,0,0,0,0
12783,Buddy Guy & Junior Wells,0,0,0,0,0,0,0,0,0,0
12784,John Mayall,0,0,0,0,0,0,0,0,0,0
12785,Koko Taylor,0,0,0,0,0,1,0,0,0,0
12786,Popa Chubby,1,0,0,0,0,0,0,0,0,0
12787,Kumm,0,0,0,0,0,0,0,0,1,0
12788,Cargo,1,0,0,0,0,0,0,0,0,0
12789,Dreadful Shadows,0,0,0,0,0,0,0,0,0,0
12790,Gladiator Theme,0,0,0,0,0,0,0,0,0,0
12791,Vaya Con Dios,0,0,0,0,0,1,0,0,0,0
12792,Codeine Velvet Club,0,0,0,0,0,0,0,0,0,0
12793,Sibel Can,0,0,0,0,0,0,0,0,0,0
12794,Companhia do Calypso,0,0,0,0,0,0,0,0,0,0
12795,Parangolé,0,0,0,0,0,0,0,0,0,0
12796,PSIRICO,0,0,0,0,0,0,0,0,0,0
12797,Teresa Salgueiro,0,0,0,0,0,0,0,0,0,0
12798,Baby do Brasil,0,0,0,0,0,0,0,0,0,0
12799,Oz Bambaz,0,0,0,0,0,0,0,0,0,0
12800,Dead Meadow,1,0,1,0,1,0,0,0,0,0
12801,Divididos,0,0,0,0,0,0,0,0,0,0
12802,Don Omar,0,0,0,0,0,0,0,0,0,0
12803,Jowell & Randy,0,0,0,0,0,0,0,0,0,0
12804,Arcangel,0,0,0,0,0,0,0,0,0,0
12805,Toxic Crow,0,0,0,0,0,0,0,0,0,0
12806,Zion,0,0,0,0,0,0,0,0,0,0
12807,El LAPIZ CONCIENTE,0,0,0,0,0,0,0,0,0,0
12808,Monkey Black,0,0,0,0,0,0,0,0,0,0
12809,Vakero,0,0,0,0,0,0,0,0,0,0
12810,Eddie Dee,0,0,0,0,0,0,0,0,0,0
12811,joa,0,0,0,0,0,0,0,0,0,0
12812,Lito y Polaco,0,0,0,0,0,0,0,0,0,0
12813,Tego Calderon,0,0,0,0,0,0,0,0,0,0
12814,Don Chezina,0,0,0,0,0,0,0,0,0,0
12815,Eldad  Lidor,0,0,0,0,0,0,0,0,0,0
12816,Eldad Lidor,0,0,0,0,0,0,0,0,0,0
12817,Sporting Club,0,0,0,0,0,0,0,0,0,0
12818,Leszek Możdżer,0,0,0,0,0,0,0,0,0,0
12819,Tamburada,0,0,0,0,0,0,0,0,0,0
12820,Circumnavigate,0,0,0,0,0,0,0,0,0,0
12821,Pterodata,0,0,0,1,0,0,0,0,0,0
12822,Cybophonia,0,0,0,1,0,0,0,0,0,0
12823,Sauli Hirvi,0,0,0,0,0,0,0,0,0,0
12824,The Wood For The Trees,0,0,0,0,0,0,0,0,0,0
12825,Sicilian AV project,0,0,0,0,0,0,0,0,0,0
12826,Arild Andersen,0,0,0,0,0,0,0,0,0,0
12827,Terry Riley,0,0,0,0,0,0,0,0,0,0
12828,Erik Truffaz,0,0,0,1,0,0,0,0,0,0
12829,Egberto Gismonti,0,0,0,0,0,0,0,0,0,0
12830,Jaco Pastorius,0,0,0,0,0,0,0,0,0,0
12831,Wilhelm Stegmeier,0,0,0,0,0,0,0,0,0,0
12832,Shadowtransit,0,0,0,0,0,0,0,0,0,0
12833,Halosenchanted,0,0,0,0,0,0,0,0,0,0
12834,Oregon,0,0,0,0,0,0,0,0,0,0
12835,Machinefabriek,0,0,0,0,0,0,0,0,0,0
12836,Nick Loew,0,0,0,0,0,0,0,0,0,0
12837,Contemporary Noise Quintet,0,0,0,0,0,0,0,0,0,0
12838,Kenji Watanabe,0,0,0,0,0,0,0,0,0,0
12839,BrainStorm Operations,0,0,0,0,0,0,0,0,0,0
12840,Gendrickson Mena,0,0,0,0,0,0,0,0,0,0
12841,Hermeto Pascoal,0,0,0,0,0,0,0,0,0,0
12842,Uakti,0,0,0,0,0,0,0,0,0,0
12843,Armand Amar,0,0,0,0,0,0,0,0,0,0
12844,John Barrett,0,0,0,0,0,0,0,0,0,0
12845,k-shan,0,0,0,0,0,0,0,0,0,0
12846,DoubleUIM,0,0,0,0,0,0,0,0,0,0
12847,Mark Isham,0,0,0,0,0,0,0,0,0,0
12848,Jeff Tweedy,0,0,0,0,0,0,0,0,0,0
12849,Astral Projection,0,0,0,1,0,0,0,1,0,0
12850,Cosma,0,0,0,0,0,0,0,0,0,0
12851,Pink Turns Blue,0,0,0,1,0,0,1,0,0,0
12852,No Tears,0,0,0,0,0,0,0,0,0,0
12853,Diaframma,0,0,0,0,0,0,0,0,0,0
12854,Martial Canterel,0,0,0,0,0,0,0,0,0,0
12855,Lowlife,0,0,0,0,0,0,0,0,0,0
12856,Project:KOMAKINO,0,0,0,0,0,0,0,0,0,0
12857,Frank the Baptist,0,0,0,0,0,0,0,0,0,0
12858,Suspiria,0,0,0,0,0,0,0,0,0,0
12859,Les Modules Etranges,0,0,0,0,0,0,0,0,0,0
12860,PGR,0,0,0,0,0,0,0,0,0,0
12861,Paola & Chiara,0,1,0,1,0,1,0,1,0,0
12862,Chiara Iezzi,0,1,0,0,0,0,0,1,0,0
12863,Dual Sessions,0,0,0,1,0,0,0,0,0,0
12864,Bodies Without Organs,0,0,0,1,0,0,0,1,0,0
12865,Rodrigo Leão,0,0,0,0,0,0,0,0,0,0
12866,Ivri Lider,0,0,0,0,0,0,0,0,0,0
12867,Thomas Anders,0,0,0,0,0,0,1,1,0,0
12868,Above&Beyond Presents Oceanlab,0,0,0,0,0,0,0,0,0,0
12869,Enigmatic Obsession,0,0,0,0,0,0,0,0,0,0
12870,Гости из Будущего,0,1,0,0,0,0,0,0,0,0
12871,Борис Апрель,0,1,1,0,0,0,0,0,0,0
12872,Ysa Ferrer,0,1,0,1,0,1,0,1,0,0
12873,Christophe Willem,0,1,0,0,0,0,0,1,0,0
12874,Mark Medlock,0,1,0,0,0,0,0,0,0,0
12875,Common Rotation,0,0,0,0,1,0,0,0,0,0
12876,Erik Wøllo,0,0,0,0,0,0,0,0,0,0
12877,Academy Of St. Martin-In-The-Fields Under Neville Marriner,0,0,0,0,0,0,0,0,0,0
12878,Mediæval Bæbes,0,0,0,0,0,1,0,0,0,0
12879,Altan,0,0,0,0,0,0,0,0,0,0
12880,Essence,0,0,0,0,0,0,0,0,0,0
12881,Karl Jenkins,0,0,0,0,0,0,0,0,0,0
12882,Blue Man Group,1,0,1,1,0,0,0,0,0,0
12883,Richard Bone,0,0,0,0,0,0,0,0,0,0
12884,Clandestine,0,0,0,0,0,0,0,0,0,0
12885,Steve Aoki,0,0,0,1,0,0,0,1,0,0
12886,Gyroscope,0,0,0,0,0,0,0,0,0,0
12887,Birds of Tokyo,0,0,0,0,0,0,0,0,0,0
12888,Hladno Pivo,0,0,0,0,0,0,0,0,0,0
12889,Urban & 4,0,0,0,0,0,0,0,0,0,0
12890,Lollobrigida,0,0,0,0,0,0,0,0,0,0
12891,Daleka Obala,0,0,0,0,0,0,0,0,0,0
12892,Azra,0,0,0,0,0,0,0,0,0,0
12893,The Beat Fleet,0,0,0,0,0,0,0,0,0,0
12894,Jinx,0,0,0,0,0,0,0,0,0,0
12895,Partibrejkers,0,0,0,0,0,0,0,0,0,0
12896,Darko Rundek,0,0,0,0,0,0,0,0,0,0
12897,Juana Molina,0,0,0,0,1,0,0,0,0,0
12898,Sidestepper,0,0,0,0,0,0,0,0,0,0
12899,Bomba Estéreo,0,0,0,0,0,0,0,0,0,0
12900,Gondwana,0,0,0,0,0,0,0,0,0,0
12901,Boston Symphony Ozawa,0,0,0,0,0,0,0,0,0,0
12902,Choc Quib Town,0,0,0,0,0,0,0,0,0,0
12903,Bitter:Sweet,0,0,1,1,0,1,0,0,0,0
12904,Madita,0,0,0,0,0,1,0,0,0,0
12905,Vinicius de Moraes,0,0,0,0,0,0,0,0,0,0
12906,Crippled Black Phoenix,0,0,0,0,0,0,0,0,0,0
12907,Nick Cave & Warren Ellis,0,0,0,0,0,0,0,0,0,0
12908,Made Out of Babies,0,0,0,0,0,0,0,0,0,0
12909,HṚṢṬA,0,0,0,0,0,0,0,0,0,0
12910,The Eighties Matchbox B-Line Disaster,0,0,0,0,0,0,0,0,0,0
12911,Lou Barlow,0,0,0,0,0,0,0,0,0,0
12912,Louis XIV,1,0,1,0,1,0,0,0,1,0
12913,Cairokee,1,0,0,0,0,0,0,0,0,0
12914,Mohammed El-Hakim,0,0,0,0,0,0,0,0,0,0
12915,Skambankt,0,0,0,0,0,0,0,0,0,0
12916,Boom Boom Kid,0,0,0,0,0,0,0,0,0,0
12917,Dolly,0,0,0,0,0,0,0,0,1,0
12918,Nina Gordon,0,0,0,0,0,0,0,0,0,0
12919,Neurotic Outsiders,1,0,0,0,0,0,0,0,0,0
12920,Billy Bragg,0,0,1,0,0,0,0,0,0,0
12921,The Lucksmiths,0,1,0,0,1,0,0,0,0,0
12922,The Housemartins,0,0,0,0,1,0,1,0,0,0
12923,Trembling Blue Stars,0,0,0,0,0,0,0,0,0,0
12924,Darren Hanlon,0,0,0,0,0,0,0,0,0,0
12925,My Life Story,0,0,0,0,0,0,0,0,0,0
12926,Roger Miller,0,0,0,0,0,0,0,0,0,0
12927,Salad,0,0,0,0,0,0,0,0,0,0
12928,Reeves & Mortimer,0,0,0,0,0,0,0,0,0,0
12929,The Ordinary Boys,0,0,0,0,0,0,0,0,0,0
12930,R.O. Manse,0,1,0,1,0,0,1,0,0,0
12931,Josef K,0,0,0,0,0,0,1,0,0,0
12932,Would-Be-Goods,0,0,0,0,0,0,0,0,0,0
12933,Paul F. Tompkins,0,0,0,0,0,0,0,0,0,0
12934,After The Sirens,1,0,0,0,1,0,0,0,0,0
12935,Dead Poetic,1,0,0,0,0,0,0,0,0,0
12936,The Crash Moderns,0,0,0,0,0,0,0,0,0,0
12937,LostAlone,1,0,0,0,0,0,0,0,1,0
12938,Пелагея,0,0,0,0,0,1,0,0,0,0
12939,Sissel Kyrkjebø,0,1,0,0,0,0,0,0,0,0
12940,Anna Netrebko,0,0,0,0,0,0,0,0,0,0
12941,Máiréad Nesbitt,0,0,0,0,0,0,0,0,0,0
12942,Earth Affair,0,0,0,0,0,0,0,0,0,0
12943,Cortes,0,0,0,0,0,0,0,0,0,0
12944,Amaury Vassili,0,0,0,0,0,0,0,0,0,0
12945,Guillermo Capetillo,0,0,0,0,0,0,0,0,0,0
12946,Jonathan Clay,0,0,0,0,0,0,0,0,0,0
12947,Anneli Drecker,0,0,0,0,0,0,0,0,0,0
12948,George Bruns,0,0,0,0,0,0,0,0,0,0
12949,Liz Callaway,0,0,0,0,0,0,0,0,0,0
12950,India.Arie,0,0,0,0,0,1,0,0,0,0
12951,Conya Doss,0,0,0,0,0,0,0,0,0,0
12952,John Legend & The Roots,0,0,0,0,0,0,0,0,0,0
12953,Mariah Carey & Whitney Houston,0,0,0,0,0,0,0,0,0,0
12954,The Coasters,0,0,0,0,0,0,0,0,0,0
12955,Die Form,0,0,0,1,0,1,0,0,0,0
12956,Chris Whitley,1,0,1,0,0,0,0,0,0,0
12957,Juluka,0,0,0,0,0,0,1,0,0,0
12958,Woven Hand,0,0,0,0,0,0,0,0,0,0
12959,The Fools,0,0,0,0,0,0,0,0,0,0
12960,Dynamix II,0,0,0,1,0,0,0,0,0,0
12961,Chipmunk,0,1,0,0,0,0,0,0,0,0
12962,Katy B,0,0,0,0,0,0,0,0,0,0
12963,Nickel Creek,0,0,0,0,0,1,0,0,0,0
12964,Farewell,0,0,0,0,0,0,0,0,1,0
12965,Austere,0,0,0,0,0,0,0,0,0,0
12966,Airs,0,0,0,0,0,0,0,0,0,0
12967,Aviões do Forró,0,0,0,0,0,0,0,0,0,0
12968,Murat Esmer,0,0,0,1,1,0,0,0,0,0
12969,Cahit Berkay,0,0,0,0,0,0,0,0,0,0
12970,Nileppez,1,0,0,1,0,0,0,0,0,0
12971,Sophiatonic,1,0,0,0,0,0,0,0,0,0
12972,Gökhan Kırdar,0,0,0,1,0,0,0,0,0,0
12973,İncesaz,0,0,0,0,0,0,0,0,0,0
12974,Fahir Atakoğlu,0,0,0,0,0,0,0,0,0,0
12975,Janet & Jak Esim,0,0,0,0,0,0,0,0,0,0
12976,Nugo Sebil,0,0,0,0,0,0,0,0,0,0
12977,Moonhill,0,0,0,0,0,0,0,0,0,0
12978,The Rorschach Audio,0,0,0,1,0,0,0,1,0,0
12979,Hariçten Gazelciler,0,0,0,0,0,0,0,0,0,0
12980,Kurban,0,0,0,0,0,0,0,0,1,0
12981,Evanthia Reboutsika,0,0,0,0,0,0,0,0,0,0
12982,Saltuk Erginer,0,0,0,0,0,0,0,0,0,0
12983,Mickey Gang,0,0,0,0,0,0,0,0,0,0
12984,Hot Rod Circuit,0,0,0,0,0,0,0,0,0,0
12985,Texas Is the Reason,0,0,0,0,0,0,0,0,0,0
12986,Maritime,0,0,1,0,1,0,0,0,0,0
12987,Whiskeytown,1,0,0,0,0,0,0,0,0,0
12988,Caithlin De Marrais,0,0,0,0,0,0,0,0,0,0
12989,The Commercials,0,0,0,0,0,0,0,0,0,0
12990,Push To Talk,0,0,0,0,0,0,0,0,0,0
12991,Reggie and the Full Effect,1,0,1,0,0,0,0,0,0,0
12992,Jeremy Enigk,0,0,0,0,0,0,0,0,0,0
12993,Sparta,0,0,0,0,1,0,0,0,1,0
12994,The New Amsterdams,0,0,0,0,0,0,0,0,0,0
12995,Hey Mercedes,0,0,0,0,0,0,0,0,1,0
12996,Dear and the Headlights,0,0,0,0,0,0,0,0,0,0
12997,No Knife,0,0,0,0,0,0,0,0,0,0
12998,Further Seems Forever,0,0,1,0,0,0,0,0,1,0
12999,Sid Vicious,0,0,0,0,0,0,0,0,0,0
13000,Trio,0,0,0,0,0,0,1,0,0,0
13001,Concrete Blonde,1,0,1,0,0,1,1,0,1,0
13002,The Rezillos,0,0,0,0,0,0,0,0,0,0
13003,Ebba Grцn,0,0,0,0,0,0,0,0,0,0
13004,Pencey Prep,0,0,0,0,0,0,0,0,0,0
13005,Thomas Godoj,0,0,0,0,0,0,0,0,0,0
13006,Kyosuke Himuro Feat. Gerard Way,0,0,0,0,0,0,0,0,0,0
13007,Der W,0,0,0,0,0,0,0,0,0,0
13008,Nevio,0,0,0,0,0,0,0,0,0,0
13009,Her Space Holiday,0,0,0,1,1,0,0,0,0,0
13010,Russian Red,0,0,0,0,0,0,0,0,0,0
13011,Adymus,0,0,0,0,0,0,0,0,0,0
13012,serani,0,0,0,0,0,0,0,0,0,0
13013,Nina Sky,0,0,1,0,0,0,0,1,0,0
13014,David Forbes & Mallorca Lee,0,0,0,0,0,0,0,0,0,0
13015,Tami Chynn,0,0,0,0,0,0,0,0,0,0
13016,Drew Seeley,0,1,0,0,0,0,0,0,0,0
13017,Darin Zanyar,0,0,0,0,0,0,0,0,0,0
13018,Alcione,0,0,0,0,0,0,0,0,0,0
13019,Anthony Callea,0,1,0,0,0,0,0,0,0,0
13020,Shiri Maimon,0,0,0,0,0,0,0,0,0,0
13021,Buffy the Vampire Slayer Cast,0,0,0,0,0,0,0,0,0,0
13022,Diogo Nogueira,0,0,0,0,0,0,0,0,0,0
13023,Padre Fábio de Melo,0,0,0,0,0,0,0,0,0,0
13024,Scorpions & Berliner Philharmoniker,0,0,0,0,0,0,0,0,0,0
13025,Rhapsody,0,0,0,0,0,0,0,0,0,0
13026,The Milo,0,0,0,0,0,0,0,0,0,0
13027,Homogenic,0,0,0,0,0,0,0,0,0,0
13028,The Lightning Seeds,1,1,1,0,1,0,1,0,0,0
13029,Efek Rumah Kaca,0,0,0,0,0,0,0,0,0,0
13030,Hollywood Nobody,0,0,0,0,0,0,0,0,0,0
13031,Barry likumahuwa,0,0,0,0,0,0,0,0,0,0
13032,The Trees & The Wild,0,0,0,0,0,0,0,0,0,0
13033,Tristan Feldbauer,0,0,0,1,0,0,0,0,0,0
13034,Mueller/Feldbauer,0,0,0,0,0,0,0,0,0,0
13035,"Maia Haag-Wackernagel, Alan Mueller & Tristan Feldbauer",0,0,0,0,0,0,0,0,0,0
13036,ConeCrewDiretoria,0,1,0,0,1,0,0,0,0,0
13037,Send More Paramedics,0,0,0,0,0,0,0,0,0,0
13038,Flicts,0,0,0,0,0,0,0,0,0,0
13039,Catatonia,0,0,1,0,1,1,0,0,0,0
13040,Dave Melillo,0,0,0,0,0,0,0,0,0,0
13041,Bo Burnham,0,0,0,0,0,0,0,0,0,0
13042,Permanent Me,0,0,0,0,0,0,0,0,1,0
13043,Adler's Appetite,0,0,0,0,0,0,1,0,0,0
13044,Izzy Stradlin and the Ju Ju Hounds,1,0,0,0,0,0,0,0,0,0
13045,Angelo Branduardi,0,0,0,0,0,0,0,0,0,0
13046,Maria del Mar Bonet,0,0,0,0,0,0,0,0,0,0
13047,Joan Manuel Serrat,0,0,0,0,0,0,0,0,0,0
13048,Jordi Savall,0,0,0,0,0,0,0,0,0,0
13049,George Winston,0,0,0,0,0,0,0,0,0,0
13050,Los Brincos,0,0,0,0,0,0,0,0,0,0
13051,Henry Purcell,0,0,0,0,0,0,0,0,0,0
13052,Capella De Ministrers,0,0,0,0,0,0,0,0,0,0
13053,Benito Lertxundi,0,0,0,0,0,0,0,0,0,0
13054,John Renbourn,0,0,0,0,0,0,0,0,0,0
13055,Lisa Ekdahl,0,1,0,0,0,1,0,0,0,0
13056,Georg Philipp Telemann,0,0,0,0,0,0,0,0,0,0
13057,Shirley Rumsey,0,0,0,0,0,0,0,0,0,0
13058,Jean-Baptiste Lully,0,0,0,0,0,0,0,0,0,0
