,user_id,tag1,tag2,tag3,tag4,tag5,artist_id
41938,1560,24,73,213,79,81,1045
11416,1560,24,130,73,25,127,256
1740,1560,24,18,130,39,73,67
11362,1560,24,130,39,210,167,251
25070,1560,24,73,306,78,2349,481
3210,1560,24,18,130,39,73,89
89459,1560,18,130,39,1973,0,15324
12510,1560,24,18,130,39,73,288
34107,1560,73,25,432,823,6962,725
55704,1560,24,18,39,167,306,2025
28833,1560,130,73,78,181,79,542
56087,1560,73,78,194,109,508,2080
17487,1560,24,73,210,306,78,321
66779,1560,18,130,39,73,210,3769
38065,1560,24,18,39,210,167,907
63059,1560,24,39,167,625,2349,3080
29141,1560,24,39,167,102,103,545
33453,1560,24,73,78,1447,79,708
49749,1560,130,167,306,102,103,1455
37841,1560,24,130,39,73,210,903
37544,1560,24,18,130,39,73,889
64426,1560,24,167,625,102,103,3317
64561,1560,24,352,109,432,823,3332
50018,1560,24,130,39,73,210,1464
24379,1560,24,18,130,39,167,466
15501,1560,24,18,130,39,73,300
13021,1560,24,18,130,39,73,289
53726,1560,24,130,39,167,625,1832
31361,1560,24,18,130,39,73,679
19820,1560,24,39,73,306,78,355
13815,1560,24,18,130,39,73,292
22802,1560,73,78,2349,213,79,439
49463,1560,24,39,167,625,306,1444
32721,1560,24,18,130,39,73,701
4531,1560,24,39,73,210,167,157
79695,1560,24,39,167,306,102,8364
24544,1560,24,18,39,210,167,468
16402,1560,24,18,130,39,73,306
46206,1560,24,73,78,79,81,1247
14503,1560,24,18,130,39,73,295
57850,1562,25,210,1495,73,79,2346
38142,1562,73,24,130,39,167,908
62568,1562,73,72,181,735,216,3011
26353,1562,386,79,72,1,127,500
20153,1562,78,73,79,72,306,371
52082,1562,78,73,24,79,81,1673
39378,1562,25,386,73,192,72,952
7959,1562,78,210,2345,73,79,207
23502,1562,210,24,18,39,134,458
59707,1562,25,386,210,73,72,2595
5705,1562,191,78,210,1495,73,173
53443,1562,25,386,73,192,72,1803
51611,1562,78,9867,73,24,79,1632
4129,1562,191,25,78,210,73,154
38531,1562,191,25,386,73,192,917
3211,1562,210,1495,9868,73,24,89
24380,1562,24,18,81,130,39,466
52021,1562,386,73,79,72,1,1672
48361,1562,78,210,1495,73,24,1400
41623,1562,73,181,185,194,285,1041
29885,1562,25,78,210,73,24,599
8815,1562,191,25,78,386,210,220
29209,1562,78,210,73,24,79,546
31362,1562,73,24,79,18,130,679
57757,1562,25,386,73,24,192,2343
77607,1562,210,24,18,81,39,7324
51883,1562,73,18,81,432,354,1659
10880,1562,191,25,78,73,24,234
61072,1562,25,73,81,130,39,2788
63735,1562,78,210,73,24,79,3200
46343,1562,25,78,386,73,79,1249
50599,1562,25,73,24,79,81,1513
15502,1562,78,210,73,24,18,300
53510,1562,78,73,24,130,192,1807
71944,1562,73,79,432,311,823,5226
5365,1562,210,73,24,79,18,167
89460,1562,73,181,182,850,169,15327
89461,1562,0,0,0,0,0,15328
89462,1562,4308,180,0,0,0,15329
13816,1562,210,1495,73,24,79,292
26121,1562,78,210,2345,73,24,498
10486,1562,78,210,73,24,79,230
33387,1562,191,25,386,210,73,707
20455,1562,191,78,210,73,24,377
631,1562,191,25,210,24,79,56
18881,1562,78,210,73,24,79,333
40600,1562,78,210,73,79,81,982
42154,1562,78,1495,73,24,79,1048
28114,1562,78,210,73,24,79,533
41868,1562,78,386,73,79,72,1044
89473,1563,9875,9876,0,0,0,15339
49409,1563,24,109,231,308,319,1440
89464,1563,9878,0,0,0,0,15331
64370,1563,73,24,134,625,306,3311
50172,1563,73,24,39,352,184,1475
89463,1563,0,0,0,0,0,15330
58552,1563,73,24,228,308,319,2440
17406,1563,24,130,39,102,167,320
65476,1563,79,73,24,130,25,3466
11608,1563,24,130,39,134,352,257
58706,1563,24,127,308,512,319,2462
87689,1563,9874,9877,308,9824,0,13669
89470,1563,0,0,0,0,0,15337
15108,1563,73,24,18,130,39,299
86273,1563,79,73,24,81,134,12555
89468,1563,308,4847,8300,1041,8309,15335
44066,1563,191,234,526,545,527,1121
43216,1563,79,73,24,18,81,1098
62872,1563,9873,24,231,319,356,3060
11363,1563,24,130,25,39,134,251
68728,1563,73,24,130,134,352,4260
82310,1563,9869,24,352,308,356,9820
58258,1563,24,25,238,231,308,2395
89471,1563,191,545,0,0,0,15338
13022,1563,79,73,24,18,130,289
79724,1563,24,25,308,319,742,8372
49391,1563,24,231,308,319,742,1436
83711,1563,308,0,0,0,0,10717
89474,1563,308,734,720,722,0,15340
78638,1563,24,231,308,319,1970,7838
44156,1563,191,526,545,30,527,1123
89475,1563,308,726,0,0,0,15341
71988,1563,73,134,308,319,728,5238
89466,1563,9872,1100,720,0,0,15333
89465,1563,308,319,722,0,0,15332
49400,1563,24,308,319,12026,12030,1438
49476,1563,356,0,0,0,0,1446
58251,1563,130,308,9824,2806,720,2394
89469,1563,0,0,0,0,0,15336
70573,1563,24,130,109,49,346,4817
1741,1563,79,73,24,18,81,67
35190,1563,24,130,39,352,127,787
89467,1563,0,0,0,0,0,15334
89476,1563,0,0,0,0,0,15342
32722,1563,635,73,24,18,81,701
447,1563,79,73,24,18,81,55
89047,1563,0,0,0,0,0,14929
78652,1563,346,231,319,356,0,7846
89477,1563,0,0,0,0,0,15343
67280,1563,25,78,352,127,308,3892
14881,1564,24,130,109,73,79,298
15503,1564,24,130,109,73,18,300
17840,1564,24,130,109,73,39,325
17488,1564,24,109,73,78,127,321
16403,1564,24,130,73,79,18,306
55624,1564,24,130,18,39,84,2020
18132,1564,24,130,18,81,39,328
19309,1564,24,130,109,73,39,344
23503,1564,24,109,18,39,134,458
27870,1564,24,39,195,102,167,531
32723,1564,24,130,109,73,18,701
59378,1564,24,130,39,134,167,2548
49317,1564,24,130,625,213,238,1428
3506,1564,24,130,81,195,134,97
1742,1564,24,130,636,109,73,67
18882,1564,24,130,109,73,79,333
12511,1564,24,130,109,73,18,288
14162,1564,24,130,195,167,625,294
13023,1564,24,130,636,109,73,289
35509,1564,24,130,636,73,79,802
13442,1564,24,130,109,73,79,291
13817,1564,24,130,109,73,79,292
63491,1564,24,130,127,508,49,3173
11609,1564,24,130,39,134,352,257
31900,1564,24,130,109,73,18,686
51467,1564,24,352,13,102,167,1613
31062,1564,24,79,1,213,238,646
4532,1564,24,109,73,79,25,157
54567,1564,24,130,73,79,81,1934
27752,1564,24,130,18,39,195,528
28933,1564,24,130,39,102,167,543
15109,1564,24,130,109,73,18,299
46160,1564,24,109,73,79,81,1246
19572,1564,24,130,109,18,39,349
16009,1564,24,130,109,73,79,302
4915,1564,24,73,18,39,352,161
14504,1564,24,130,73,18,39,295
16922,1564,24,130,18,39,134,314
19730,1564,24,130,18,39,195,352
49687,1564,24,130,109,216,49,1453
31363,1564,24,130,636,73,79,679
18468,1564,79,18,39,78,134,331
24381,1564,24,130,109,18,81,466
62458,1564,24,130,39,127,508,2984
27312,1564,24,130,109,73,79,523
31650,1564,24,130,109,73,79,681
448,1564,24,130,73,79,18,55
24893,1564,24,130,73,79,134,475
23789,1564,24,130,109,73,18,461
41683,1564,24,167,625,306,213,1042
61519,1565,81,73,79,84,78,2840
42418,1565,81,79,84,24,18,1062
84361,1565,73,79,84,432,823,11177
14882,1565,81,73,79,84,24,298
50434,1565,81,73,79,84,25,1510
30796,1565,81,73,79,84,216,629
42930,1565,81,73,79,84,24,1090
84522,1565,81,79,84,33,0,6424
30396,1565,73,79,216,25,78,614
23051,1565,81,79,84,39,78,443
50660,1565,81,73,79,84,195,1515
33540,1565,81,73,79,84,216,709
62831,1565,81,73,79,84,216,3057
43217,1565,81,73,79,24,18,1098
33777,1565,81,73,79,84,216,715
62648,1565,81,73,79,84,195,3030
10214,1565,81,73,79,84,216,229
47612,1565,81,73,79,84,24,1375
7427,1565,81,73,79,84,78,199
4130,1565,81,73,79,84,24,154
8281,1565,81,73,79,84,39,210
21441,1565,81,73,79,84,78,416
2505,1565,81,73,79,24,18,81
9921,1565,81,73,79,84,216,228
69543,1565,81,73,79,84,78,4079
21571,1565,81,73,79,84,3457,418
48362,1565,81,73,79,84,24,1400
21680,1565,81,73,79,84,78,421
9245,1565,81,73,79,84,216,226
10990,1565,81,79,84,24,296,236
67881,1565,81,79,84,195,33,4064
632,1565,79,24,18,25,39,56
89478,1565,84,0,0,0,0,15344
40601,1565,81,73,79,216,78,982
89479,1565,127,611,2137,0,0,15345
89481,1565,0,0,0,0,0,15346
55069,1565,73,79,216,78,72,1974
50504,1565,81,73,79,84,78,1512
8573,1565,81,73,79,84,216,217
22803,1565,81,73,79,84,78,439
44503,1565,81,73,79,84,18,1151
26813,1565,81,73,79,84,24,511
23195,1565,81,79,84,78,16,450
9124,1565,81,73,79,84,216,225
75445,1565,81,73,79,84,216,4089
27047,1565,81,73,79,216,18,517
43895,1565,81,73,79,216,24,1116
7960,1565,81,73,79,84,39,207
21882,1565,81,73,79,84,216,424
6720,1565,81,73,79,84,24,190
6721,1566,73,81,79,195,24,190
22465,1566,81,79,195,18,39,432
7747,1566,73,81,79,292,24,206
29210,1566,73,81,79,195,24,546
9246,1566,73,81,79,195,78,226
66448,1566,73,81,195,24,18,3730
21360,1566,73,79,24,78,72,412
29262,1566,39,33,127,102,103,547
7084,1566,73,81,79,292,84,196
50505,1566,73,81,79,195,78,1512
32848,1566,81,79,195,18,39,703
69347,1566,73,81,79,18,25,4435
22381,1566,73,81,79,195,292,430
2722,1566,73,81,79,195,24,88
22147,1566,73,81,79,195,78,428
42931,1566,73,81,79,195,24,1090
40176,1566,73,81,79,195,24,969
4131,1566,73,81,79,195,24,154
21625,1566,73,81,79,84,306,419
7961,1566,73,81,79,195,39,207
70156,1566,73,81,79,195,24,4704
33541,1566,73,81,79,292,25,709
43218,1566,73,81,79,292,24,1098
9629,1566,73,81,79,195,292,227
43613,1566,73,81,79,24,18,1106
28612,1566,73,81,79,18,130,539
9125,1566,73,81,79,25,78,225
48363,1566,73,81,79,292,24,1400
22030,1566,73,81,79,18,130,425
48094,1566,73,81,79,292,24,1390
32124,1566,73,81,79,195,292,689
27586,1566,81,79,195,292,24,526
22884,1566,81,292,18,84,33,440
56632,1566,73,81,79,24,18,2134
49187,1566,73,81,79,292,130,1424
9922,1566,73,81,79,292,39,228
59613,1566,73,81,79,195,18,2582
37842,1566,73,81,79,195,292,903
21883,1566,73,81,79,18,39,424
8574,1566,73,81,79,292,24,217
3212,1566,73,79,24,18,130,89
7428,1566,73,81,79,292,78,199
55131,1566,73,81,79,78,192,1976
42155,1566,73,81,79,195,292,1048
10215,1566,73,81,79,195,24,229
56678,1566,73,81,79,195,24,2137
28115,1566,73,81,79,195,24,533
32218,1566,81,79,195,292,24,690
63736,1566,73,81,79,24,18,3200
14883,1566,73,81,79,195,24,298
27150,1567,24,73,130,72,1,518
24473,1567,24,73,79,18,39,467
50131,1567,24,73,79,81,78,1470
87535,1567,24,360,0,0,0,13549
25614,1567,73,79,78,72,1,490
50019,1567,24,73,297,130,25,1464
31901,1567,24,73,18,130,39,686
40050,1567,24,73,79,78,72,966
42295,1567,24,73,130,109,231,1057
62396,1567,24,73,79,81,78,2977
31099,1567,24,301,0,0,0,657
20899,1567,24,18,130,39,625,386
31134,1567,24,306,601,0,0,669
10216,1567,24,73,447,79,18,229
32724,1567,24,73,447,734,18,701
51344,1567,24,127,167,824,347,1602
49518,1567,24,130,306,216,210,1447
31364,1567,24,73,7412,79,18,679
69746,1567,24,73,130,109,238,4565
55197,1567,79,33,292,839,188,1980
65208,1567,24,73,79,81,78,3427
26122,1567,24,73,79,81,130,498
23790,1567,24,73,297,2346,18,461
23335,1567,24,6155,39,352,127,455
19573,1567,24,18,130,39,127,349
20699,1567,24,73,79,18,130,378
72763,1567,24,73,297,130,109,5487
73811,1567,311,265,188,69,1455,5845
31108,1567,24,18,39,167,306,660
86768,1567,81,292,185,824,1252,12947
16487,1567,24,73,130,134,185,307
31508,1567,24,73,79,18,130,680
60260,1567,24,81,292,2824,301,2645
75131,1567,24,39,102,167,49,6313
7291,1567,73,79,78,72,33,198
4916,1567,24,73,2346,734,18,161
28270,1567,24,73,18,130,39,535
50173,1567,24,73,39,352,184,1475
89484,1567,0,0,0,0,0,15349
89486,1567,0,0,0,0,0,15351
89487,1567,0,0,0,0,0,15352
89483,1567,0,0,0,0,0,15348
6722,1567,24,73,447,79,18,190
24988,1567,24,297,6155,134,231,479
89489,1567,72,0,0,0,0,15354
71953,1567,24,167,625,228,1492,5228
89485,1567,0,0,0,0,0,15350
89488,1567,0,0,0,0,0,15353
89482,1567,24,0,0,0,0,15347
67127,1567,73,297,79,78,72,3859
73525,1568,693,1627,528,2862,2861,5750
24382,1568,24,18,81,130,39,466
55705,1568,24,79,18,81,39,2025
10487,1568,24,78,73,79,81,230
15504,1568,24,78,73,18,81,300
16404,1568,24,73,79,18,130,306
3213,1568,24,73,79,18,130,89
89490,1568,0,0,0,0,0,15355
73518,1568,9905,73,432,242,5514,5749
26123,1568,24,78,73,79,81,498
9630,1568,24,78,73,79,81,227
41419,1568,24,78,73,79,18,1034
18883,1568,24,78,73,79,18,333
68944,1568,24,18,39,1357,0,4309
25361,1568,78,73,79,18,81,486
4917,1568,24,73,18,39,352,161
49353,1568,24,73,39,306,109,1430
73068,1568,0,0,0,0,0,4471
17841,1568,24,73,130,39,102,325
64772,1568,24,78,73,79,81,3373
8189,1568,24,78,73,79,81,209
73082,1568,193,683,5514,0,0,4474
12512,1568,24,73,18,130,39,288
41764,1568,24,78,73,79,18,1043
23504,1568,24,18,39,134,102,458
64823,1568,2190,406,4052,4807,0,3378
78406,1568,2850,5459,4905,0,0,7706
56088,1568,78,73,194,109,508,2080
41939,1568,24,73,79,81,185,1045
41529,1568,24,130,39,134,102,1037
13024,1568,24,73,79,18,130,289
72230,1568,18,81,309,1249,1271,5314
24620,1568,24,79,81,292,185,470
50174,1568,24,73,39,352,184,1475
69098,1568,11398,0,0,0,0,4350
32725,1568,24,73,18,81,130,701
14505,1568,24,73,18,130,39,295
13818,1568,24,73,79,18,81,292
41581,1568,18,39,187,309,1249,1039
89492,1568,0,0,0,0,0,15357
23791,1568,24,73,18,130,39,461
32967,1568,24,78,73,79,81,704
31063,1568,24,79,1,213,238,646
89491,1568,2190,0,0,0,0,15356
41350,1568,24,130,195,134,102,1032
28834,1568,78,73,79,130,72,542
77060,1568,823,0,0,0,0,7091
20700,1568,24,78,73,79,18,378
77054,1568,2190,0,0,0,0,7088
62459,1568,24,130,39,127,508,2984
88531,1570,0,0,0,0,0,14445
62832,1570,79,130,81,73,134,3057
52918,1570,526,191,545,527,188,1762
47956,1570,79,24,130,81,18,1383
19102,1570,79,24,130,81,73,342
57435,1570,79,24,130,81,73,2277
16795,1570,24,130,134,195,49,311
22382,1570,79,24,130,81,73,430
59247,1570,79,24,130,18,134,2521
51385,1570,79,24,130,81,18,1609
70157,1570,79,24,130,81,18,4704
32849,1570,79,81,18,84,195,703
81575,1570,130,184,12287,0,0,9401
51121,1570,79,24,130,73,292,1556
34843,1570,130,81,18,33,187,757
32968,1570,79,24,130,81,73,704
18884,1570,79,24,130,81,18,333
14884,1570,79,24,130,81,18,298
84326,1570,24,130,81,18,73,11155
63813,1570,24,130,134,321,8711,3202
71501,1570,79,130,81,18,73,5079
23111,1570,79,81,134,292,84,445
63851,1570,79,24,130,18,296,3206
89502,1570,0,0,0,0,0,15374
80111,1570,79,24,130,81,134,8592
64365,1570,130,49,83,321,3048,3310
89503,1570,24,0,0,0,0,15375
15505,1570,24,130,81,18,73,300
5196,1570,79,81,18,73,33,163
89493,1570,0,0,0,0,0,15366
31509,1570,79,24,130,18,73,680
26124,1570,79,24,130,81,73,498
10881,1570,79,24,81,73,134,234
2015,1570,79,24,130,81,18,71
37651,1570,79,24,130,81,18,898
55010,1570,130,81,134,292,195,1971
77508,1570,24,130,73,109,346,7283
29324,1570,79,24,130,81,18,548
89494,1570,0,0,0,0,0,15367
40767,1570,79,24,130,81,18,991
89495,1570,79,24,130,134,33,15368
89496,1570,0,0,0,0,0,15369
89497,1570,130,18,0,0,0,15370
89499,1570,24,130,81,134,185,15371
43219,1570,79,24,130,81,18,1098
22713,1570,79,24,130,81,134,437
31651,1570,79,24,130,81,18,681
89500,1570,0,0,0,0,0,15372
89501,1570,0,0,0,0,0,15373
80636,1570,79,24,130,81,18,8715
23792,1572,24,130,18,39,238,461
16923,1572,24,130,18,39,238,314
14004,1572,24,130,18,39,238,293
61205,1572,24,39,405,349,184,2801
27313,1572,24,130,39,238,210,523
11610,1572,24,130,39,238,167,257
20701,1572,24,130,18,238,210,378
75658,1572,24,18,39,238,49,6543
13443,1572,24,130,18,39,238,291
11992,1572,24,130,18,39,238,279
16824,1572,24,130,39,238,167,312
13025,1572,24,130,18,39,238,289
14655,1572,24,130,18,39,238,296
37962,1572,24,130,18,39,238,906
23336,1572,24,39,508,364,228,455
31064,1572,24,238,49,308,79,646
19310,1572,24,130,39,238,210,344
32726,1572,24,130,18,39,238,701
13819,1572,24,130,18,39,238,292
16010,1572,24,130,39,238,167,302
14163,1572,24,130,238,167,508,294
38143,1572,24,130,39,238,167,908
3214,1572,24,130,18,39,238,89
24084,1572,24,130,39,238,508,465
62982,1572,24,130,39,238,167,2523
449,1572,24,130,18,39,238,55
15506,1572,24,130,18,39,238,300
55643,1572,130,39,238,195,308,2021
51322,1572,24,130,39,238,167,1601
17919,1572,24,130,39,167,364,326
15110,1572,24,130,18,39,238,299
35351,1572,24,130,109,49,234,793
16563,1572,24,130,39,238,167,309
16691,1572,24,130,18,39,238,310
15736,1572,24,130,238,167,210,301
19574,1572,24,130,18,39,238,349
17842,1572,24,130,39,238,167,325
12513,1572,24,130,18,39,238,288
75285,1572,0,0,0,0,0,6383
14506,1572,24,130,18,39,238,295
31365,1572,24,130,18,39,238,679
18885,1572,24,130,18,39,238,333
1743,1572,24,130,18,39,238,67
12110,1572,24,130,39,238,167,285
17288,1572,24,130,18,39,238,318
26125,1572,24,130,39,210,508,498
52209,1572,24,130,39,210,508,1684
31510,1572,24,130,18,39,238,680
32219,1572,24,130,18,39,238,690
24383,1572,24,130,18,39,238,466
56602,1573,73,84,79,81,195,2131
45068,1573,73,84,169,79,78,1186
10217,1573,73,84,24,387,18,229
14885,1573,73,84,24,18,296,298
22714,1573,24,292,296,79,81,437
64732,1573,84,79,16,6128,0,3370
48364,1573,73,84,24,387,292,1400
46035,1573,73,84,24,292,18,1244
8816,1573,73,24,387,1076,79,220
85683,1573,84,0,0,0,0,12105
64252,1573,73,84,18,296,494,3293
50661,1573,73,84,79,81,195,1515
21884,1573,73,84,18,1076,79,424
64583,1573,73,79,81,130,181,3333
50695,1573,73,84,296,79,81,1517
5706,1573,73,84,24,387,18,173
4533,1573,73,24,247,695,79,157
48095,1573,73,84,24,292,296,1390
37843,1573,73,24,292,79,81,903
28116,1573,73,84,24,387,296,533
53629,1573,73,192,195,33,181,1814
7501,1573,73,84,24,79,81,202
51902,1573,84,24,18,296,2233,1663
40454,1573,24,18,199,130,39,980
8575,1573,73,84,24,292,18,217
26126,1573,73,84,24,292,169,498
22031,1573,73,84,18,79,81,425
77724,1573,0,0,0,0,0,7355
22103,1573,84,79,81,78,195,427
72177,1573,102,103,2599,0,0,5304
66736,1573,73,84,81,195,16,3767
33860,1573,73,84,24,296,79,716
61073,1573,73,81,130,25,39,2788
22804,1573,73,84,693,1627,79,439
52947,1573,24,292,247,693,1627,1764
30483,1573,73,84,292,296,79,615
42932,1573,73,84,24,18,296,1090
89505,1573,2233,0,0,0,0,15379
63345,1573,24,296,130,185,49,3128
30607,1573,73,84,24,292,296,618
33967,1573,73,84,292,247,296,718
89504,1573,169,109,9763,9764,9765,15378
29211,1573,73,84,24,18,296,546
22285,1573,73,84,24,296,79,429
22148,1573,73,84,79,81,78,428
40758,1573,73,1076,79,81,130,989
7962,1573,73,84,387,79,81,207
50761,1573,73,84,1076,79,81,1520
9631,1573,73,84,24,387,292,227
6723,1573,73,84,24,387,18,190
33861,1574,73,24,79,81,78,716
4132,1574,73,24,79,18,81,154
40419,1574,73,79,81,78,72,978
33542,1574,73,79,81,25,78,709
55184,1574,79,25,352,127,102,1979
23147,1574,79,127,13,292,1911,447
8817,1574,73,24,79,81,25,220
84622,1574,0,0,0,0,0,11379
82643,1574,102,103,0,0,0,10050
8282,1574,73,79,81,39,78,210
20456,1574,73,24,79,18,78,377
55332,1574,9926,9927,9928,102,103,1989
48843,1574,73,79,78,192,195,1412
22996,1574,73,79,18,81,25,441
43896,1574,73,24,79,81,78,1116
25801,1574,73,79,78,72,1,497
89506,1574,0,0,0,0,0,15380
86879,1574,0,0,0,0,0,7040
40177,1574,73,24,79,18,81,969
89507,1574,0,0,0,0,0,15381
89509,1574,0,0,0,0,0,15383
10882,1574,73,24,79,81,25,234
54188,1574,73,79,78,192,72,1873
24894,1574,73,24,79,130,134,475
11309,1574,73,134,735,247,824,250
86864,1574,181,182,1288,5112,0,3640
89508,1574,0,0,0,0,0,15382
75446,1574,73,79,81,84,185,4089
25580,1574,73,79,78,1,352,489
48527,1574,73,79,81,78,72,1406
66780,1574,73,18,81,130,39,3769
60723,1574,73,79,81,78,84,2738
21655,1574,73,79,18,81,130,420
8576,1574,73,24,79,18,81,217
42933,1574,73,24,79,18,81,1090
73812,1574,311,265,188,69,1455,5845
37259,1574,73,79,192,72,387,868
34844,1574,18,81,130,39,78,757
83927,1574,78,127,181,182,169,10897
55167,1574,78,127,181,182,188,1978
9247,1574,73,79,81,78,195,226
55293,1574,347,9819,9439,9456,0,1987
55212,1574,73,79,78,127,188,1982
7963,1574,73,79,81,39,78,207
72768,1574,311,1455,0,0,0,5488
50762,1574,73,79,81,78,84,1520
55070,1574,73,79,78,72,1,1974
55099,1574,102,306,103,304,188,1975
26814,1574,73,24,79,18,81,511
42156,1574,73,24,79,81,78,1048
72610,1575,73,216,24,25,192,5452
89511,1575,216,0,0,0,0,4095
29491,1575,73,24,192,195,72,562
57508,1575,24,18,81,127,187,2289
89510,1575,33,292,185,32,830,4094
50020,1575,73,354,24,130,25,1464
66764,1575,24,18,25,39,195,3768
29397,1575,73,354,24,25,192,554
65388,1575,73,216,81,192,134,3458
55829,1575,73,18,25,33,14,2039
76580,1575,79,81,84,184,364,6295
65273,1575,73,195,181,275,182,3436
54270,1575,24,79,78,195,16,1881
55849,1575,1107,79,18,195,33,2043
59062,1575,73,24,79,81,78,2532
48844,1575,73,79,78,192,195,1412
34535,1575,73,24,79,25,192,735
39730,1575,73,354,2548,24,79,959
72142,1575,33,387,88,30,1737,3511
47413,1575,73,2548,25,192,195,1369
33167,1575,73,2548,79,25,192,706
45859,1575,73,216,24,25,192,1242
89513,1575,0,0,0,0,0,15385
9632,1575,73,354,24,79,81,227
82368,1575,2548,18,33,14,187,9862
29960,1575,73,216,24,25,39,601
89524,1575,0,0,0,0,0,15394
89523,1575,216,0,0,0,0,15393
65647,1575,73,25,192,195,33,3481
88409,1575,79,352,481,67,1859,14303
77774,1575,79,81,33,87,67,7374
29886,1575,73,24,79,18,81,599
89520,1575,216,625,306,85,105,15391
36839,1575,73,24,79,25,192,857
89519,1575,247,1356,1074,0,0,15390
89512,1575,0,0,0,0,0,15384
89518,1575,292,370,6482,0,0,15389
68036,1575,73,25,39,78,195,4129
49294,1575,73,216,24,25,134,1427
4133,1575,73,24,79,18,81,154
54717,1575,81,127,292,508,9817,1944
29616,1575,216,25,167,625,735,576
83194,1575,73,354,2548,1107,1425,10428
80059,1575,18,187,0,0,0,8583
75201,1575,73,24,192,72,735,6362
81895,1575,73,79,18,130,33,9585
89516,1575,2191,2193,0,0,0,15387
89514,1575,216,0,0,0,0,15386
89517,1575,18,127,187,47,12041,15388
89522,1575,0,0,0,0,0,15392
45933,1576,24,79,18,39,195,1243
70541,1576,130,8498,493,8506,8515,4815
87579,1576,545,14,191,83,526,13588
81492,1576,73,79,130,25,192,9348
89532,1576,0,0,0,0,0,15402
50021,1576,73,24,130,25,39,1464
40682,1576,73,24,79,81,130,985
36540,1576,73,79,78,72,1,7
21361,1576,73,24,79,78,72,412
89543,1576,0,0,0,0,0,15413
89525,1576,0,0,0,0,0,15395
73735,1576,347,1368,227,991,8502,5810
89542,1576,0,0,0,0,0,15412
89526,1576,0,0,0,0,0,15396
89527,1576,0,0,0,0,0,15397
89528,1576,0,0,0,0,0,15398
89535,1576,0,0,0,0,0,15405
89529,1576,103,0,0,0,0,15399
89530,1576,0,0,0,0,0,15400
89531,1576,0,0,0,0,0,15401
89540,1576,0,0,0,0,0,15410
89539,1576,0,0,0,0,0,15409
89538,1576,0,0,0,0,0,15408
89537,1576,184,49,1754,1462,0,15407
89533,1576,24,557,3375,0,0,15403
89536,1576,11938,0,0,0,0,15406
72129,1576,81,0,0,0,0,5285
89534,1576,0,0,0,0,0,15404
31511,1576,73,24,79,18,130,680
89541,1576,0,0,0,0,0,15411
34572,1576,545,191,387,76,2726,737
47613,1576,73,24,79,81,78,1375
80257,1576,73,25,192,72,352,8422
13026,1576,73,24,79,18,130,289
53178,1576,184,991,11802,11817,0,1782
6724,1576,73,24,79,18,81,190
56989,1576,73,24,130,25,39,2183
85470,1576,130,134,247,193,839,11956
46036,1576,73,24,79,18,81,1244
66686,1576,130,8498,493,1874,1881,3760
76097,1576,73,25,109,3388,0,6700
55868,1576,545,847,7113,2991,9934,2044
42740,1576,73,79,130,25,78,1083
3441,1576,73,24,130,25,192,96
52302,1576,130,134,292,184,285,1694
31366,1576,73,24,79,18,130,679
54568,1576,73,24,79,81,130,1934
37545,1576,73,24,79,18,130,889
28556,1576,73,24,79,18,81,538
20967,1576,545,24,18,130,25,389
13227,1577,24,167,18,130,39,290
21019,1577,364,541,139,12209,12029,396
52083,1577,24,73,79,81,130,1673
68708,1577,24,352,73,127,306,4257
89549,1577,167,0,0,0,0,15419
19575,1577,24,167,18,130,39,349
13027,1577,24,167,352,2430,73,289
14507,1577,24,167,352,73,18,295
23541,1577,24,167,352,2430,2638,459
14164,1577,24,167,130,195,625,294
31109,1577,24,167,18,39,306,660
77678,1577,24,167,102,625,306,7340
89544,1577,24,30,301,4742,0,15414
16123,1577,24,167,18,39,306,304
40296,1577,24,73,79,18,130,972
89545,1577,834,0,0,0,0,15415
89547,1577,0,0,0,0,0,15417
89548,1577,9471,0,0,0,0,15418
84081,1577,309,105,0,0,0,10992
89546,1577,1434,0,0,0,0,15416
31118,1577,0,0,0,0,0,663
27495,1577,24,167,352,73,79,525
78698,1577,24,167,18,39,102,7868
82024,1577,306,784,12292,0,0,9660
24895,1577,24,167,352,73,79,475
4918,1577,24,352,73,18,39,161
15111,1577,24,167,352,73,18,299
78293,1577,2638,9192,9938,306,0,7656
63346,1577,24,130,185,296,49,3128
20900,1577,24,18,130,39,625,386
62397,1577,24,73,79,81,78,2977
11611,1577,24,167,352,1632,6725,257
23337,1577,24,352,2638,9192,39,455
38345,1577,24,167,130,195,625,915
20457,1577,24,73,79,18,78,377
23793,1577,24,73,18,130,39,461
12514,1577,24,167,73,18,130,288
1744,1577,24,167,352,73,79,67
66000,1577,839,1097,1352,1634,0,3586
63060,1577,24,167,39,625,231,3080
15507,1577,24,167,2430,73,18,300
19731,1577,24,167,18,130,39,352
19311,1577,24,73,130,39,134,344
27871,1577,24,167,39,195,102,531
71481,1577,73,1,386,508,76,5076
65966,1577,24,167,352,2638,25,3576
18348,1577,167,39,102,306,103,330
3215,1577,24,167,73,79,18,89
24989,1577,24,2638,7240,9192,134,479
24384,1577,24,167,18,81,130,466
72894,1578,24,167,39,49,105,5534
13820,1578,24,167,73,79,18,292
51323,1578,24,167,73,130,39,1601
14508,1578,24,167,73,18,130,295
32464,1578,167,234,228,640,989,699
28271,1578,24,73,18,130,39,535
55562,1578,24,18,130,39,187,2018
